chebi	drugbank
92913	DB08927
92998	DB00629
94314	DB09092
94385	DB00278
94402	DB08936
140754	DB02562
141146	DB06707
142853	DB02663
143733	DB14074
39589	DB02932
57742	DB02751
6758	DB00849
41710	DB01915
46486	DB03184
28098	DB13673
15936	DB09419
27638	DB14574
34911	DB04930
16633	DB02345
39428	DB11625
2639	DB00594
17677	DB02431
610092	DB04681
42939	DB02995
15774	DB03723
32802	DB07896
28518	DB03389
251408	DB01010
58321	DB02571
17945	DB03559
3636	DB01161
16737	DB11846
39561	DB01718
351346	DB12695
15647	DB12961
28997	DB02380
50373	DB00725
6824	DB06799
17368	DB04076
31599	DB08981
58066	DB04388
7915	DB00213
8890	DB00296
1989	DB12676
17245	DB11588
58100	DB03977
51860	DB06701
28225	DB01746
31000	DB00632
15896	DB08542
3414	DB13506
32145	DB11151
48045	DB11762
53760	DB00402
466659	DB12232
17578	DB11558
16163	DB04339
39176	DB08620
53258	DB09154
17263	DB00655
34385	DB06637
8080	DB00191
18349	DB02236
17846	DB03467
48538	DB00714
33372	DB15318
59275	DB03911
3092	DB11562
18255	DB04440
51141	DB00346
17733	DB03581
17351	DB14104
48282	DB01441
46941	DB02412
8255	DB01604
16958	DB03107
33391	DB12993
15539	DB02912
35236	DB03201
9332	DB01015
2739	DB00517
51164	DB00589
37675	DB12907
3095	DB13100
58266	DB02959
57719	DB03225
6359	DB00581
31197	DB01375
50205	DB11268
8614	DB11664
16698	DB02679
48669	DB00302
40697	DB07356
17148	DB01917
33979	DB14506
102516	DB13773
59992	DB02590
52023	DB11789
7459	DB01183
38940	DB01268
51770	DB12127
3515	DB01112
16643	DB00134
15996	DB04137
47808	DB12422
44751	DB02343
51403	DB14141
40117	DB03056
356416	DB00855
271436	DB13352
27786	DB00200
70707	DB06684
71417	DB01168
68584	DB04953
68647	DB08896
41962	DB02811
82698	DB09034
82701	DB09054
82712	DB07943
90865	DB04908
90914	DB09144
90930	DB14185
93295	DB13683
93369	DB04842
93416	DB01251
94523	DB13217
94525	DB11830
94591	DB00926
94604	DB04342
94618	DB11364
94665	DB13597
94682	DB14065
94688	DB09055
94754	DB09205
104017	DB11235
109540	DB04459
94770	DB11616
94771	DB12985
94811	DB11389
94812	DB08078
95028	DB11759
95044	DB11781
95061	DB12494
124959	DB11815
125612	DB13668
125492	DB13034
91231	DB13941
91409	DB12064
91451	DB05984
92223	DB12565
92360	DB12111
93701	DB13929
93752	DB12015
8764	DB00688
65329	DB02656
66880	DB09149
67121	DB01422
65349	DB08893
65172	DB04898
67119	DB03501
44887	DB04327
44394	DB03359
32063	DB14177
43977	DB01960
39579	DB06873
64195	DB12693
7824	DB00776
63681	DB00358
64198	DB06782
64318	DB00696
29461	DB07703
6437	DB01202
63625	DB14126
64355	DB01263
63618	DB00175
41285	DB07482
6805	DB00931
68642	DB05812
71219	DB06589
88318	DB12293
132234	DB01566
133930	DB01451
75840	DB03489
76127	DB05095
76269	DB11455
76608	DB04212
76978	DB12176
77028	DB03423
77042	DB02167
77043	DB13370
77181	DB00406
7907	DB01337
9613	DB00839
84500	DB01273
42027	DB04372
83168	DB09488
83682	DB01153
8412	DB00794
7009	DB09242
90295	DB06999
7467	DB08804
7550	DB00622
90545	DB12904
7868	DB00383
7921	DB00617
7922	DB01384
79700	DB06233
10554	DB13917
7986	DB00806
31307	DB04168
31810	DB04576
8079	DB00832
3348	DB00796
34438	DB03941
34523	DB12482
34914	DB04824
35018	DB11551
41135	DB07459
82009	DB15316
4463	DB14649
47273	DB07495
4740	DB13793
5439	DB01437
82263	DB13332
82349	DB13661
82405	DB09096
5747	DB11181
5958	DB04818
8665	DB00545
8805	DB00912
6763	DB13392
6771	DB09338
43858	DB03214
104872	DB01954
16814	DB05804
2814	DB04365
2873	DB14054
29052	DB02263
31186	DB01436
33130	DB06723
33574	DB02238
35260	DB04179
37758	DB13813
38682	DB03054
3994	DB01176
40133	DB04149
40585	DB01909
41308	DB01878
41774	DB00675
41778	DB12879
41941	DB01702
42023	DB01927
42638	DB02266
42843	DB03636
42977	DB04705
43179	DB03368
44229	DB08254
44576	DB08319
44602	DB04747
44897	DB01819
44923	DB01795
44951	DB04053
45116	DB08424
45327	DB00194
45525	DB03741
45863	DB01229
46081	DB00196
47322	DB03693
4779	DB01084
48635	DB02640
4884	DB01031
48926	DB04153
49470	DB14519
49484	DB04203
495055	DB03995
49823	DB02983
49870	DB02453
49960	DB05294
50673	DB00763
52993	DB13872
59526	DB07716
64275	DB11304
7443	DB00461
43616	DB02152
46548	DB02918
77363	DB14208
77585	DB00745
77776	DB06820
78067	DB11056
7862	DB00935
46416	DB04805
87185	DB11413
87407	DB03686
86463	DB09087
86474	DB11870
71157	DB13529
72291	DB09065
72312	DB06663
72323	DB06203
73127	DB01728
73266	DB06472
73274	DB08907
73295	DB13950
73458	DB14060
73468	DB00179
9144	DB09298
45395	DB04768
45658	DB02216
82602	DB08766
45307	DB06195
85980	DB09272
480999	DB00361
85507	DB04023
90624	DB06314
90624	DB08584
90748	DB08633
134467	DB03214
134703	DB13146
134713	DB14650
134723	DB11586
134726	DB11757
134741	DB11888
134743	DB06290
134748	DB13822
134751	DB09495
134752	DB13733
134753	DB13238
134761	DB13882
134766	DB08999
134817	DB13624
134863	DB13827
134880	DB13313
134914	DB13417
134923	DB00306
134957	DB13737
134966	DB06201
134991	DB00998
135004	DB13082
135010	DB04880
135017	DB09021
135067	DB13465
135101	DB11584
135135	DB13268
135152	DB08998
135163	DB13288
135173	DB12473
135183	DB08802
135195	DB13413
135214	DB13384
135230	DB01298
135235	DB13348
135252	DB14719
135278	DB12954
135308	DB13349
135310	DB13731
135334	DB13846
135335	DB13851
135389	DB13845
135428	DB13325
135464	DB13382
135479	DB01491
135515	DB06769
135521	DB09014
135525	DB13279
135537	DB13565
135541	DB13835
135568	DB13653
135572	DB13208
135580	DB12927
135581	DB08971
135609	DB12692
135611	DB13282
135622	DB06771
135627	DB09097
135629	DB13504
135700	DB14634
135738	DB04920
135746	DB14538
135758	DB13091
135783	DB05442
135814	DB13277
135832	DB14720
135923	DB05018
135932	DB11570
135941	DB13549
135945	DB06193
135957	DB11693
135996	DB13776
136019	DB13471
136026	DB13613
136042	DB11950
136046	DB13165
136050	DB12924
31356	DB13677
31573	DB01545
31627	DB14938
31707	DB13539
32064	DB09366
32087	DB13036
9649	DB00519
31545	DB08991
31645	DB06784
31839	DB13284
31992	DB13354
32015	DB02925
41625	DB07588
5551	DB00874
6539	DB00186
33344	DB13031
40850	DB01875
59988	DB04028
18127	DB03854
53579	DB09209
214480	DB00447
57932	DB02893
9728	DB01116
30185	DB01593
8212	DB01100
37066	DB04196
16130	DB13424
16684	DB00572
16837	DB02030
3286	DB00248
46735	DB03025
3314	DB00326
3647	DB00477
18148	DB02835
30747	DB03728
2636	DB01143
23414	DB06778
27504	DB00305
507393	DB01956
31580	DB00823
38721	DB14972
31527	DB00378
3641	DB00269
44770	DB04467
50859	DB00307
52316	DB01860
60849	DB02124
17051	DB11257
7307	DB12521
43278	DB07909
28243	DB11220
6061	DB00883
9927	DB00177
39374	DB15583
16205	DB02923
79068	DB11874
145803	DB04531
44964	DB03660
131715	DB00817
131722	DB13320
131732	DB13686
131763	DB13556
47097	DB06448
131517	DB02665
141552	DB01342
144786	DB14820
145012	DB15136
102484	DB00263
3380	DB01197
31823	DB13765
273574	DB08618
9316	DB00708
10101	DB00943
9622	DB01036
2569	DB00802
16189	DB14546
5870	DB11421
16113	DB04540
17254	DB04120
2423	DB07558
28484	DB03750
44549	DB03204
58200	DB03473
27560	DB11203
6504	DB14509
37495	DB08660
28591	DB11359
18053	DB02085
3962	DB11672
36691	DB14750
6067	DB00982
16914	DB00936
17967	DB04827
41150	DB03668
29222	DB11123
18386	DB02428
58772	DB02467
17497	DB03085
40730	DB03148
44224	DB03564
36560	DB09321
3353	DB00616
39076	DB03434
50851	DB00769
46371	DB03048
7823	DB00842
49031	DB02467
45573	DB08562
443725	DB02948
53766	DB01418
5123	DB00623
6062	DB01020
4659	DB00822
16525	DB08833
601027	DB09026
60564	DB00093
48347	DB11155
50122	DB00412
3506	DB01150
16345	DB02153
9463	DB13943
7640	DB00540
57609	DB03590
125204	DB02459
18295	DB05381
8428	DB01035
241349	DB11283
16680	DB01752
31643	DB00597
32253	DB15117
47291	DB01735
27888	DB04506
59040	DB00256
16855	DB03252
17996	DB14547
8455	DB01131
57762	DB00161
9122	DB06144
30745	DB09269
50777	DB00294
17378	DB02536
42680	DB02509
3766	DB00363
58455	DB15458
17710	DB03518
17311	DB03977
35280	DB04284
8774	DB00178
6121	DB01221
16365	DB04745
28073	DB11136
8050	DB03783
30531	DB01856
746859	DB00287
42654	DB04198
18208	DB01053
16978	DB08855
31703	DB08948
16318	DB03407
15891	DB01956
4858	DB01215
17625	DB02333
3077	DB00443
28088	DB01645
37323	DB04345
57926	DB00156
28072	DB03315
9884	DB00791
50924	DB00398
28013	DB04551
16359	DB02659
6384	DB00654
101853	DB01155
28934	DB00153
59269	DB00405
45825	DB01851
12060	DB03716
32149	DB09472
6775	DB00244
4034	DB13828
45757	DB03215
3650	DB00672
35859	DB04828
3619	DB01178
31529	DB04688
28803	DB02209
55346	DB00362
6570	DB12622
17154	DB02701
27847	DB01758
25567	DB09112
15980	DB01930
36076	DB04334
518305	DB02163
2682	DB00681
17719	DB04122
47947	DB04277
9331	DB00576
21560	DB03360
39618	DB03260
17158	DB03587
4496	DB14481
43533	DB03968
45619	DB03864
5134	DB13867
74789	DB11561
74895	DB08913
74947	DB01041
75172	DB08905
75221	DB14702
75246	DB01220
145701	DB09300
145365	DB11832
145372	DB12141
145373	DB12978
145431	DB06370
95071	DB05223
131166	DB11794
91083	DB06436
91117	DB13177
91198	DB03921
91686	DB13532
91784	DB12869
91817	DB13588
92728	DB12931
92769	DB06704
93814	DB11656
93953	DB12847
95341	DB11817
94153	DB14129
94411	DB04843
143863	DB15261
50743	DB04839
5141	DB01213
31941	DB00526
16613	DB03295
44692	DB03645
15673	DB14756
42646	DB02521
38786	DB11448
3561	DB00341
16578	DB03687
53778	DB01430
15346	DB01992
28925	DB00888
47954	DB03652
27909	DB09117
3133	DB00901
43968	DB00760
28831	DB03175
9073	DB00418
6950	DB00370
59254	DB09351
474014	DB00954
15836	DB01857
17533	DB04075
30114	DB11081
40678	DB01976
32687	DB09350
43012	DB07893
44934	DB02580
27796	DB00662
32425	DB14073
61390	DB08916
44743	DB01993
24564	DB00488
28850	DB03413
17649	DB03680
31547	DB00700
4511	DB00485
51211	DB00866
9654	DB00656
16026	DB03590
39740	DB04441
499361	DB00673
2687	DB00276
27539	DB02095
4653	DB00975
28272	DB03246
33400	DB12257
35739	DB14007
9635	DB00539
15427	DB04189
28411	DB11780
57699	DB03811
10112	DB00744
6970	DB00764
27789	DB03733
5587	DB09499
42719	DB07806
55438	DB11720
9434	DB00966
17310	DB00147
2668	DB00381
34764	DB00663
28527	DB01698
16899	DB00742
15635	DB02031
58506	DB11842
47782	DB13411
53782	DB14708
4639	DB01081
17620	DB07767
2618	DB00915
160	DB01727
29105	DB14532
405237	DB01833
8927	DB02458
33141	DB14182
33337	DB12860
52154	DB09320
17724	DB02083
6794	DB00610
17987	DB06770
16154	DB04304
55548	DB08798
16410	DB11673
46784	DB02935
2673	DB01351
63115	DB08868
30512	DB12965
17045	DB06690
3611	DB00475
3392	DB13009
42797	DB00996
70723	DB07340
71464	DB14043
68621	DB08873
39610	DB02678
82700	DB09080
82872	DB07705
82873	DB01127
82892	DB01110
90953	DB06206
93243	DB12966
94449	DB00986
94484	DB11186
94558	DB08979
94590	DB13331
103855	DB09352
103934	DB13858
109549	DB00980
94775	DB09023
94789	DB09069
94809	DB04924
94848	DB00985
124914	DB12400
125482	DB12445
91326	DB08142
91418	DB12307
91452	DB07460
91484	DB13478
92386	DB11477
93636	DB13720
43195	DB03361
138488	DB04014
143079	DB01746
42438	DB03514
9367	DB02034
65353	DB04871
29655	DB04408
27747	DB03974
44534	DB08324
64399	DB08840
63836	DB13215
64312	DB01043
41893	DB02305
63627	DB00911
63631	DB00273
40677	DB07371
63717	DB00300
63633	DB06825
64064	DB00938
63486	DB01667
63530	DB06788
63622	DB00489
6550	DB12884
70718	DB06590
71302	DB02137
71013	DB08883
44800	DB04346
88206	DB00187
75342	DB13171
75430	DB11296
75725	DB00193
75934	DB06235
76069	DB04780
76130	DB13371
76136	DB09217
76208	DB11159
76611	DB09151
77032	DB09019
77070	DB08992
77260	DB00338
7789	DB01173
7953	DB01230
9468	DB09085
84374	DB03320
84387	DB08427
31701	DB12407
41899	DB02613
6920	DB01388
69478	DB09061
89642	DB11619
90195	DB12291
7457	DB06230
7549	DB12750
9137	DB01105
9720	DB00376
7930	DB01626
10001	DB13355
10028	DB08720
10029	DB08723
10304	DB06707
10454	DB00875
79993	DB07863
80003	DB02545
31502	DB01160
31790	DB12474
31963	DB14657
32171	DB08329
32188	DB09256
3360	DB14737
81294	DB13229
81295	DB13578
81306	DB13640
34578	DB14083
34583	DB01471
34671	DB06780
34736	DB14064
34738	DB13386
34825	DB08933
34829	DB00253
34853	DB13543
3502	DB13667
3503	DB13682
35092	DB06902
43645	DB02052
534	DB11089
82346	DB13644
8242	DB00236
8245	DB01291
82504	DB12300
5948	DB14492
5950	DB09115
5951	DB08946
8327	DB01324
8380	DB15566
8391	DB13777
6729	DB12864
67357	DB12730
8863	DB00740
8872	DB00867
88839	DB15576
132975	DB11575
2469	DB13868
102166	DB00599
16870	DB04660
17411	DB00141
21553	DB04167
31536	DB00879
31749	DB08940
32826	DB03700
3387	DB00564
39548	DB01076
39745	DB02831
39922	DB01996
40050	DB00701
40290	DB02850
40741	DB07381
40813	DB02795
40856	DB04357
40947	DB02676
41139	DB04455
41275	DB02962
41837	DB02693
41865	DB07645
41967	DB03588
42944	DB00674
42989	DB04706
43275	DB02035
43572	DB01759
4392	DB00618
44156	DB08215
44343	DB08264
44401	DB04744
44419	DB08297
44445	DB04743
44493	DB02622
44588	DB08286
4474	DB01209
45713	DB02709
465284	DB01004
46961	DB14119
47083	DB03110
4728	DB00651
47381	DB00586
47499	DB00458
47781	DB01151
47977	DB01296
48131	DB00548
48947	DB00766
49148	DB04084
49916	DB03836
50275	DB00736
50599	DB04151
50722	DB02646
50730	DB00471
50749	DB02300
50845	DB00254
51015	DB01780
5384	DB01067
6897	DB01214
69136	DB02621
7035	DB12458
74159	DB00260
28241	DB01113
31835	DB14212
32269	DB11699
34848	DB06693
35020	DB12709
39826	DB02534
40438	DB04127
44235	DB04208
63608	DB04835
77498	DB00423
77898	DB01007
77906	DB01017
78316	DB13391
78508	DB08023
78692	DB04794
87732	DB00682
87738	DB08496
44137	DB11468
45735	DB13179
87016	DB09119
68603	DB14669
71941	DB00500
72999	DB09114
73038	DB08439
73044	DB01283
73410	DB09186
28115	DB03614
73726	DB05416
9555	DB00352
44081	DB02896
45981	DB02800
57580	DB03223
78544	DB08454
32079	DB13603
45820	DB08589
85984	DB09060
29672	DB15480
5576	DB08848
78432	DB09063
134711	DB09513
134728	DB09248
134729	DB13762
134760	DB13526
134767	DB13099
134820	DB13357
134822	DB11610
134888	DB13414
134903	DB13736
134922	DB13770
134928	DB13253
134932	DB13494
134949	DB14044
134989	DB06408
135005	DB04896
135051	DB13421
135055	DB13462
135068	DB13992
135098	DB13319
135141	DB13474
135145	DB11620
135168	DB13725
135172	DB13719
135182	DB12958
135189	DB06255
135228	DB13502
135231	DB13563
135238	DB13294
135239	DB12545
135283	DB13710
135285	DB04876
135289	DB08835
135293	DB13587
135314	DB00192
135339	DB13857
135367	DB13678
135394	DB13696
135418	DB12086
135474	DB12868
135493	DB12780
135497	DB13395
135507	DB12313
135510	DB12926
135533	DB11770
135542	DB01207
135544	DB11964
135566	DB00896
135589	DB09194
135594	DB09211
135602	DB13564
135605	DB13203
135668	DB13546
135679	DB01106
135695	DB13784
135697	DB12163
135768	DB13607
135772	DB13092
135794	DB01459
135797	DB13454
135834	DB13664
135856	DB13638
135857	DB11206
135924	DB08924
135925	DB01255
135934	DB00971
135937	DB11219
135946	DB09142
135952	DB09120
135953	DB13818
135971	DB06535
135992	DB13779
135999	DB13701
136001	DB13585
136003	DB13515
136012	DB11267
136013	DB09571
136020	DB13464
136024	DB13361
136055	DB09243
31312	DB12160
31412	DB09006
31418	DB13663
31425	DB01559
31446	DB13472
31646	DB12079
31652	DB09257
31702	DB13755
31708	DB09480
31713	DB09133
31804	DB06797
31837	DB01107
31974	DB00183
32300	DB04878
32306	DB06737
6060	DB09401
6702	DB00579
31596	DB04854
31607	DB14491
31717	DB09134
31891	DB12092
32032	DB13620
32034	DB11107
32070	DB13449
32224	DB13666
32271	DB13419
6485	DB01583
138828	DB05038
47325	DB04411
15939	DB13751
15345	DB03059
50580	DB01102
2704	DB01217
28421	DB03727
28971	DB00415
20794	DB03493
29279	DB09499
34683	DB14502
16382	DB12754
31654	DB01120
3061	DB01244
16347	DB00583
28062	DB03991
15354	DB00122
2401	DB01063
7956	DB00299
59354	DB08636
51397	DB02680
4445	DB01189
50867	DB09064
31401	DB01166
23359	DB01394
15994	DB01561
16959	DB13871
30918	DB04347
4636	DB01075
16842	DB03843
29415	DB12453
17141	DB00847
35550	DB03594
205919	DB11750
30659	DB00509
47693	DB04936
15398	DB02817
18229	DB03938
53796	DB09237
16234	DB14522
18336	DB02609
2086	DB14010
15671	DB09459
30817	DB01971
16586	DB00513
44748	DB03394
60634	DB04863
16869	DB11442
57856	DB01752
6375	DB00448
59589	DB00453
28329	DB04571
59773	DB01003
41117	DB02481
78539	DB13166
78540	DB05676
131730	DB13266
88255	DB13730
134267	DB12629
51174	DB06793
38561	DB01095
46209	DB03978
31618	DB01567
7735	DB00334
53773	DB00511
34921	DB12983
556075	DB03758
2948	DB00993
600520	DB01141
62880	DB07232
9349	DB14090
27856	DB02736
61080	DB06176
48517	DB02134
28001	DB00512
17821	DB03462
59445	DB00534
2663	DB01118
16593	DB01923
32316	DB09225
39484	DB04578
8452	DB01123
18228	DB01729
55313	DB13648
36706	DB06530
60724	DB02043
149226	DB01288
51137	DB06148
27693	DB14038
17211	DB02552
28869	DB00170
10093	DB01392
142290	DB00261
18220	DB12007
28875	DB08231
18385	DB00152
28821	DB12582
3757	DB00575
17748	DB04485
27086	DB08601
48153	DB03937
31346	DB15533
9142	DB05245
18347	DB15458
4975	DB00927
17381	DB02272
15409	DB00825
52053	DB13706
16927	DB04207
58000	DB02174
2904	DB00335
31793	DB09481
16109	DB02774
40304	DB02502
28496	DB02025
63043	DB11090
2453	DB00787
3697	DB01597
18132	DB03945
47032	DB03316
4317	DB01219
34795	DB07954
116225	DB04821
4724	DB00645
17435	DB07610
17268	DB13178
6784	DB01357
40332	DB07268
60761	DB00322
39637	DB06880
2968	DB01602
30052	DB09130
4806	DB12116
27574	DB03582
30314	DB00166
17948	DB02224
15816	DB04027
9495	DB13245
37937	DB00217
33227	DB14186
119486	DB00625
4453	DB00304
57433	DB12519
42263	DB01749
57485	DB11695
53001	DB14180
7856	DB01062
7731	DB01165
61399	DB05424
30772	DB03568
15570	DB01786
22689	DB06733
3310	DB00258
2915	DB00732
313639	DB00392
43636	DB03554
15377	DB09145
37941	DB00758
17847	DB01688
50418	DB02601
6128	DB01009
6762	DB06691
59719	DB00944
15732	DB02823
9588	DB00208
9328	DB00359
36584	DB06815
2611	DB00404
35677	DB06698
17781	DB04345
138856	DB13627
10588	DB12110
17835	DB01709
49005	DB01609
104011	DB00345
30089	DB14511
30287	DB02086
59781	DB01444
17947	DB03868
10124	DB00315
62043	DB08510
31624	DB00693
49032	DB02235
27625	DB03111
133809	DB01125
15742	DB04026
27623	DB04196
59120	DB01622
15971	DB00117
16552	DB04464
51758	DB08795
3495	DB00923
16467	DB00125
52768	DB14061
53612	DB12223
22065	DB08342
39669	DB00861
4055	DB09028
45030	DB08388
5383	DB00222
67989	DB06749
73131	DB03402
74274	DB01529
74899	DB08906
75045	DB08912
75178	DB11129
145661	DB01554
145403	DB03781
44391	DB01872
131158	DB12463
131169	DB11952
90332	DB07952
91654	DB06458
91656	DB06152
91766	DB00338
93837	DB13785
95118	DB11398
92907	DB04910
92948	DB00409
92976	DB11725
93036	DB12831
94356	DB11549
142416	DB04568
142854	DB02663
144551	DB01062
29506	DB06419
