drugbank_id	lincs_id
DB01096	LSM-6378
DB01097	LSM-3771
DB01099	LSM-5878
DB01100	LSM-2001
DB01101	LSM-45531
DB01101	LSM-5705
DB01103	LSM-1577
DB01104	LSM-3843
DB01104	LSM-45979
DB01104	LSM-5673
DB01105	LSM-5000
DB01106	LSM-2731
DB01110	LSM-5165
DB01112	LSM-44947
DB01112	LSM-45094
DB01112	LSM-5500
DB01113	LSM-2338
DB01114	LSM-1263
DB01114	LSM-4008
DB01114	LSM-5517
DB01115	LSM-4176
DB01118	LSM-2379
DB01119	LSM-3639
DB01120	LSM-5096
DB01121	LSM-19006
DB01124	LSM-3907
DB01126	LSM-45861
DB01127	LSM-1617
DB01128	LSM-1437
DB01129	LSM-5045
DB01130	LSM-3017
DB01130	LSM-5993
DB01131	LSM-2618
DB01132	LSM-1592
DB01133	LSM-45491
DB01136	LSM-1310
DB01137	LSM-4370
DB01137	LSM-5270
DB01138	LSM-1491
DB01140	LSM-5722
DB01140	LSM-6468
DB01142	LSM-2803
DB01142	LSM-42947
DB01142	LSM-42948
DB01143	LSM-4721
DB01144	LSM-3602
DB01146	LSM-5385
DB01147	LSM-15183
DB01147	LSM-5392
DB01148	LSM-3050
DB01149	LSM-4031
DB01150	LSM-43968
DB01151	LSM-3351
DB01153	LSM-1938
DB01154	LSM-4367
DB01156	LSM-1267
DB01158	LSM-5607
DB01160	LSM-43267
DB01160	LSM-45599
DB01162	LSM-4997
DB01163	LSM-5528
DB01165	LSM-4370
DB01165	LSM-5270
DB01166	LSM-3491
DB01167	LSM-45773
DB01167	LSM-5032
DB01168	LSM-2272
DB01170	LSM-6719
DB01171	LSM-5247
DB01172	LSM-5261
DB01173	LSM-1630
DB01175	LSM-1585
DB01175	LSM-3569
DB01176	LSM-5857
DB01177	LSM-3917
DB01177	LSM-5769
DB01177	LSM-6192
DB01178	LSM-4356
DB01179	LSM-3055
DB01179	LSM-36850
DB01179	LSM-5703
DB01180	LSM-42980
DB01181	LSM-5118
DB01182	LSM-1416
DB01183	LSM-1499
DB01183	LSM-1749
DB01183	LSM-3504
DB01184	LSM-2850
DB01185	LSM-36859
DB01186	LSM-3352
DB01188	LSM-5307
DB01190	LSM-4366
DB01190	LSM-45814
DB01190	LSM-6406
DB01191	LSM-5685
DB01193	LSM-4384
DB01194	LSM-3677
DB01195	LSM-1297
DB01196	LSM-45460
DB01197	LSM-5648
DB01198	LSM-4408
DB01199	LSM-4245
DB01200	LSM-1670
DB01200	LSM-1746
DB01200	LSM-1817
DB01200	LSM-5805
DB01200	LSM-6550
DB01201	LSM-43188
DB01201	LSM-46028
DB01201	LSM-5420
DB01202	LSM-5603
DB01203	LSM-1879
DB01203	LSM-1950
DB01204	LSM-2481
DB01205	LSM-4228
DB01208	LSM-45959
DB01208	LSM-5251
DB01210	LSM-5810
DB01210	LSM-6578
DB01211	LSM-5606
DB01213	LSM-5671
DB01216	LSM-1842
DB01216	LSM-1999
DB01216	LSM-5692
DB01217	LSM-5631
DB01218	LSM-5072
DB01219	LSM-3823
DB01220	LSM-43244
DB01220	LSM-46032
DB01220	LSM-5951
DB01222	LSM-1472
DB01222	LSM-1673
DB01222	LSM-1835
DB01222	LSM-5090
DB01223	LSM-6010
DB01224	LSM-3543
DB01229	LSM-1102
DB01229	LSM-1400
DB01229	LSM-5923
DB01229	LSM-6346
DB01230	LSM-5159
DB01231	LSM-2008
DB01232	LSM-2205
DB01232	LSM-45573
DB01232	LSM-5773
DB01233	LSM-3689
DB01234	LSM-1248
DB01234	LSM-1303
DB01234	LSM-2864
DB01234	LSM-4412
DB01234	LSM-4466
DB01234	LSM-5202
DB01234	LSM-5512
DB01235	LSM-5481
DB01238	LSM-5776
DB01239	LSM-3310
DB01239	LSM-42990
DB01241	LSM-2227
DB01242	LSM-3171
DB01243	LSM-2371
DB01244	LSM-1898
DB01245	LSM-6606
DB01246	LSM-1599
DB01247	LSM-4101
DB01248	LSM-45649
DB01248	LSM-5444
DB01248	LSM-5535
DB01248	LSM-5723
DB01248	LSM-6360
DB01249	LSM-4960
DB01251	LSM-3809
DB01252	LSM-45488
DB01253	LSM-1771
DB01254	LSM-1020
DB01256	LSM-45949
DB01259	LSM-1051
DB01261	LSM-5363
DB01262	LSM-5855
DB01262	LSM-6440
DB01264	LSM-45520
DB01265	LSM-45942
DB01268	LSM-42800
DB01268	LSM-46130
DB01273	LSM-45774
DB01273	LSM-5358
DB01274	LSM-4251
DB01275	LSM-15370
DB01280	LSM-45931
DB01288	LSM-1948
DB01294	LSM-4763
DB01296	LSM-36429
DB01297	LSM-1531
DB01299	LSM-5657
DB01325	LSM-1666
DB01327	LSM-34744
DB01327	LSM-5113
DB01327	LSM-5632
DB01329	LSM-15520
DB01329	LSM-6526
DB01330	LSM-45671
DB01330	LSM-5961
DB01331	LSM-5786
DB01337	LSM-5168
DB01337	LSM-5931
DB01337	LSM-6388
DB01339	LSM-5367
DB01339	LSM-5452
DB01339	LSM-5709
DB01346	LSM-3325
DB01346	LSM-46038
DB01346	LSM-5109
DB01346	LSM-6020
DB01346	LSM-6452
DB01357	LSM-1332
DB01357	LSM-2693
DB01357	LSM-5275
DB01359	LSM-43256
DB01362	LSM-5095
DB01364	LSM-1633
DB01364	LSM-1961
DB01364	LSM-3885
DB01365	LSM-2396
DB01366	LSM-1391
DB01367	LSM-45548
DB01380	LSM-1635
DB01380	LSM-5917
DB01388	LSM-2192
DB01388	LSM-5062
DB01392	LSM-15381
DB01392	LSM-1614
DB01392	LSM-1877
DB01392	LSM-2124
DB01392	LSM-2779
DB01392	LSM-6031
DB01392	LSM-6465
DB01393	LSM-3015
DB01394	LSM-5199
DB01395	LSM-45614
DB01396	LSM-1913
DB01396	LSM-42702
DB01397	LSM-4763
DB01399	LSM-45517
DB01400	LSM-5360
DB01401	LSM-4763
DB01403	LSM-2778
DB01406	LSM-1379
DB01406	LSM-1906
DB01406	LSM-3073
DB01406	LSM-5373
DB01406	LSM-6384
DB01407	LSM-5144
DB01408	LSM-4346
DB01410	LSM-45682
DB01411	LSM-6006
DB01412	LSM-5483
DB01413	LSM-45262
DB01413	LSM-5686
DB01418	LSM-5112
DB01420	LSM-1594
DB01420	LSM-4025
DB01420	LSM-6663
DB01421	LSM-5194
DB01421	LSM-6407
DB01424	LSM-20000
DB01425	LSM-4953
DB01426	LSM-21619
DB01426	LSM-21654
DB01426	LSM-6400
DB01427	LSM-6600
DB01428	LSM-3309
DB01430	LSM-45641
DB01435	LSM-3038
DB01436	LSM-43246
DB01436	LSM-5918
DB01438	LSM-3705
DB01486	LSM-5416
DB01493	LSM-5515
DB01495	LSM-3038
DB01536	LSM-5464
DB01580	LSM-1554
DB01581	LSM-5979
DB01582	LSM-5295
DB01583	LSM-1780
DB01583	LSM-3991
DB01583	LSM-5447
DB01586	LSM-45742
DB01586	LSM-5353
DB01586	LSM-5509
DB01586	LSM-5720
DB01586	LSM-6555
DB01590	LSM-4258
DB01590	LSM-43054
DB01590	LSM-43055
DB01590	LSM-43172
DB01591	LSM-45423
DB01595	LSM-5681
DB01597	LSM-1894
DB01597	LSM-43242
DB01598	LSM-5539
DB01598	LSM-6568
DB01599	LSM-3617
DB01600	LSM-1769
DB01601	LSM-6027
DB01602	LSM-5027
DB01604	LSM-5767
DB01604	LSM-6580
DB01605	LSM-3494
DB01605	LSM-5651
DB01606	LSM-45434
DB01606	LSM-5323
DB01607	LSM-5160
DB01608	LSM-24971
DB01609	LSM-45297
DB01611	LSM-5193
DB01614	LSM-4609
DB01616	LSM-3988
DB01618	LSM-1709
DB01620	LSM-1397
DB01622	LSM-2170
DB01623	LSM-43048
DB01624	LSM-2631
DB01624	LSM-42927
DB01625	LSM-6549
DB01626	LSM-3878
DB01627	LSM-15374
DB01627	LSM-5602
DB01628	LSM-5650
DB01638	LSM-36877
DB01638	LSM-45695
DB01645	LSM-5549
DB01656	LSM-45821
DB01667	LSM-6615
DB01685	LSM-45827
DB01686	LSM-45294
DB01692	LSM-36870
DB01698	LSM-1477
DB01698	LSM-2457
DB01698	LSM-45936
DB01700	LSM-4460
DB01708	LSM-4359
DB01708	LSM-45807
DB01708	LSM-6506
DB01731	LSM-1364
DB01735	LSM-6205
DB01751	LSM-25628
DB01782	LSM-1163
DB01791	LSM-45391
DB01809	LSM-3047
DB01816	LSM-45891
DB01833	LSM-6602
DB01839	LSM-36856
DB01852	LSM-5304
DB01880	LSM-43168
DB01880	LSM-5272
DB01889	LSM-5400
DB01924	LSM-36789
DB01931	LSM-19039
DB01944	LSM-6195
DB01950	LSM-3514
DB01954	LSM-1471
DB01954	LSM-25607
DB01954	LSM-25638
DB01997	LSM-20959
DB02010	LSM-1103
DB02010	LSM-6442
DB02020	LSM-2775
DB02021	LSM-45733
DB02032	LSM-5648
DB02034	LSM-45602
DB02052	LSM-2430
DB02056	LSM-43167
DB02097	LSM-45355
DB02097	LSM-5470
DB02101	LSM-45733
DB02116	LSM-3857
DB02159	LSM-36856
DB02161	LSM-1299
DB02161	LSM-1782
DB02161	LSM-46037
DB02161	LSM-5047
DB02166	LSM-5329
DB02169	LSM-44932
DB02169	LSM-45373
DB02174	LSM-4741
DB02184	LSM-36870
DB02187	LSM-1881
DB02187	LSM-2063
DB02187	LSM-5682
DB02207	LSM-5222
DB02224	LSM-5990
DB02224	LSM-5997
DB02234	LSM-15215
DB02255	LSM-3143
DB02266	LSM-2973
DB02300	LSM-3254
DB02300	LSM-42986
DB02300	LSM-44621
DB02304	LSM-43031
DB02329	LSM-1963
DB02329	LSM-2267
DB02329	LSM-5378
DB02342	LSM-21593
DB02342	LSM-21627
DB02342	LSM-45490
DB02365	LSM-18864
DB02375	LSM-2957
DB02424	LSM-42789
DB02424	LSM-42815
DB02464	LSM-3700
DB02507	LSM-1405
DB02507	LSM-5404
DB02509	LSM-43184
DB02517	LSM-36375
DB02545	LSM-2746
DB02546	LSM-3828
DB02565	LSM-37091
DB02587	LSM-1644
DB02587	LSM-2193
DB02587	LSM-3745
DB02587	LSM-4467
DB02594	LSM-45794
DB02600	LSM-45567
DB02656	LSM-2597
DB02659	LSM-5541
DB02665	LSM-1562
DB02665	LSM-5578
DB02665	LSM-5943
DB02678	LSM-36429
DB02690	LSM-4643
DB02691	LSM-3222
DB02691	LSM-6431
DB02701	LSM-5428
DB02703	LSM-43063
DB02703	LSM-43308
DB02703	LSM-6487
DB02709	LSM-2557
DB02709	LSM-42917
DB02712	LSM-45835
DB02731	LSM-5710
DB02733	LSM-2923
DB02736	LSM-37224
DB02758	LSM-45797
DB02789	LSM-5489
DB02789	LSM-5550
DB02789	LSM-6429
DB02846	LSM-45901
DB02854	LSM-5019
DB02854	LSM-5513
DB02854	LSM-5861
DB02854	LSM-6438
DB02854	LSM-6494
DB02860	LSM-42823
DB02860	LSM-46034
DB02877	LSM-3525
DB02877	LSM-43006
DB02918	LSM-2833
DB02925	LSM-3959
DB02932	LSM-1437
DB02967	LSM-4219
DB03010	LSM-43208
DB03010	LSM-46001
DB03023	LSM-4153
DB03034	LSM-4370
DB03034	LSM-5270
DB03044	LSM-1170
DB03052	LSM-45588
DB03068	LSM-36362
DB03068	LSM-45142
DB03068	LSM-6181
DB03083	LSM-42870
DB03106	LSM-45237
DB03125	LSM-5246
DB03128	LSM-5888
DB03203	LSM-43218
DB03225	LSM-36836
DB03256	LSM-5146
DB03285	LSM-43093
DB03307	LSM-3612
DB03312	LSM-45383
DB03316	LSM-37087
DB03319	LSM-1708
DB03322	LSM-4329
DB03322	LSM-5318
DB03322	LSM-5972
DB03353	LSM-45242
DB03374	LSM-5697
DB03424	LSM-3323
DB03428	LSM-44082
DB03444	LSM-42780
DB03459	LSM-6202
DB03467	LSM-1927
DB03467	LSM-45876
DB03496	LSM-1011
DB03523	LSM-45952
DB03528	LSM-28568
DB03528	LSM-4491
DB03528	LSM-5800
DB03528	LSM-6461
DB03535	LSM-3340
DB03566	LSM-37075
DB03585	LSM-5029
DB03587	LSM-45148
DB03601	LSM-45621
DB03604	LSM-5706
DB03606	LSM-1471
DB03606	LSM-25607
DB03606	LSM-25638
DB03608	LSM-45976
DB03615	LSM-5091
DB03615	LSM-6376
DB03619	LSM-36393
DB03619	LSM-5529
DB03644	LSM-20979
DB03671	LSM-2405
DB03671	LSM-5656
DB03671	LSM-6480
DB03701	LSM-2703
DB03719	LSM-1481
DB03719	LSM-21607
DB03756	LSM-42954
DB03758	LSM-43197
DB03758	LSM-43303
DB03758	LSM-43318
DB03759	LSM-3911
DB03777	LSM-2677
DB03783	LSM-2851
DB03785	LSM-6191
DB03791	LSM-2738
DB03793	LSM-37118
DB03823	LSM-20967
DB03849	LSM-45782
DB03849	LSM-5719
DB03856	LSM-45424
DB03880	LSM-6276
DB03894	LSM-45548
DB03904	LSM-45688
DB03918	LSM-5120
DB03921	LSM-2120
DB03929	LSM-45895
DB03940	LSM-6631
DB03944	LSM-45380
DB04014	LSM-6558
DB04017	LSM-5808
DB04018	LSM-15203
DB04026	LSM-6411
DB04100	LSM-18864
DB04115	LSM-6553
DB04145	LSM-37188
DB04149	LSM-1471
DB04149	LSM-25607
DB04149	LSM-25638
DB04168	LSM-45243
DB04175	LSM-3330
DB04177	LSM-2401
DB04177	LSM-5974
DB04179	LSM-36964
DB04209	LSM-5846
DB04216	LSM-4199
DB04228	LSM-4358
DB04258	LSM-45464
DB04275	LSM-20977
DB04275	LSM-37132
DB04293	LSM-5429
DB04297	LSM-42814
DB04297	LSM-43005
DB04331	LSM-1809
DB04335	LSM-45268
DB04342	LSM-5527
DB04348	LSM-5866
DB04349	LSM-36856
DB04365	LSM-15214
DB04382	LSM-37253
DB04400	LSM-4949
DB04441	LSM-4828
DB04441	LSM-5023
DB04441	LSM-5747
DB04447	LSM-36870
DB04459	LSM-20945
DB04462	LSM-4192
DB04466	LSM-37165
DB04468	LSM-42848
DB04484	LSM-19018
DB04485	LSM-45942
DB04513	LSM-4021
DB04528	LSM-20951
DB04546	LSM-45781
DB04552	LSM-6016
DB04557	LSM-43316
DB04562	LSM-37013
DB04571	LSM-3223
DB04572	LSM-2194
DB04573	LSM-1365
DB04573	LSM-2368
DB04573	LSM-36949
DB04573	LSM-5468
DB04574	LSM-1389
DB04574	LSM-3126
DB04574	LSM-5780
DB04576	LSM-6633
DB04581	LSM-37046
DB04599	LSM-3969
DB04604	LSM-4349
DB04608	LSM-3862
DB04626	LSM-5098
DB04626	LSM-6381
DB04630	LSM-42770
DB04638	LSM-24990
DB04650	LSM-3994
DB04650	LSM-5727
DB04650	LSM-6430
DB04652	LSM-5436
DB04652	LSM-5814
DB04657	LSM-25660
DB04660	LSM-45427
DB04662	LSM-6356
DB04665	LSM-2519
DB04690	LSM-1442
DB04690	LSM-4611
DB04703	LSM-2858
DB04703	LSM-45813
DB04703	LSM-6379
DB04707	LSM-3744
DB04711	LSM-3496
DB04729	LSM-6037
DB04743	LSM-3718
DB04751	LSM-3118
DB04769	LSM-42784
DB04769	LSM-42785
DB04786	LSM-5775
DB04787	LSM-45780
DB04794	LSM-5184
DB04795	LSM-1997
DB04813	LSM-2862
DB04815	LSM-2186
DB04816	LSM-2208
DB04817	LSM-5839
DB04818	LSM-5940
DB04819	LSM-5582
DB04820	LSM-5300
DB04821	LSM-4388
DB04824	LSM-2432
DB04825	LSM-4963
DB04827	LSM-37020
DB04828	LSM-6673
DB04831	LSM-5478
DB04832	LSM-3042
DB04832	LSM-42965
DB04835	LSM-6182
DB04836	LSM-45457
DB04839	LSM-1519
DB04839	LSM-21631
DB04839	LSM-45961
DB04839	LSM-5071
DB04840	LSM-43253
DB04841	LSM-2250
DB04841	LSM-42878
DB04842	LSM-3748
DB04843	LSM-5102
DB04844	LSM-36891
DB04844	LSM-37018
DB04844	LSM-4151
DB04845	LSM-43293
DB04845	LSM-46135
DB04846	LSM-5187
DB04849	LSM-5926
DB04854	LSM-3064
DB04855	LSM-45428
DB04856	LSM-45970
DB04858	LSM-45275
DB04861	LSM-45235
DB04862	LSM-45503
DB04864	LSM-42822
DB04864	LSM-43177
DB04864	LSM-43203
DB04864	LSM-43204
DB04865	LSM-3716
DB04867	LSM-2780
DB04868	LSM-1099
DB04871	LSM-45745
DB04878	LSM-45566
DB04879	LSM-5774
DB04881	LSM-45579
DB04890	LSM-45480
DB04896	LSM-45870
DB04896	LSM-5211
DB04905	LSM-3805
DB04910	LSM-3153
DB04924	LSM-6004
DB04936	LSM-45839
DB04942	LSM-5493
DB04944	LSM-36941
DB04944	LSM-4498
DB04946	LSM-5598
DB04948	LSM-4951
DB04951	LSM-4190
DB04953	LSM-45405
DB04960	LSM-6258
DB04960	LSM-6259
DB05003	LSM-45234
DB05013	LSM-45681
DB05015	LSM-43181
DB05016	LSM-5991
DB05022	LSM-5667
DB05039	LSM-45506
DB05075	LSM-45980
DB05076	LSM-2616
DB05076	LSM-42925
DB05087	LSM-45679
DB05107	LSM-6294
DB05134	LSM-43056
DB05134	LSM-43238
DB05134	LSM-43239
DB05137	LSM-5744
DB05137	LSM-6479
DB05154	LSM-45767
DB05171	LSM-45770
DB05197	LSM-45400
DB05220	LSM-37184
DB05223	LSM-43290
DB05239	LSM-45714
DB05262	LSM-45232
DB05265	LSM-45939
DB05266	LSM-2357
DB05271	LSM-45883
DB05288	LSM-45607
DB05289	LSM-5174
DB05294	LSM-1199
DB05316	LSM-45960
DB05351	LSM-5064
DB05381	LSM-45288
DB05383	LSM-45273
DB05412	LSM-45867
DB05416	LSM-5330
DB05420	LSM-37076
DB05424	LSM-1120
DB05448	LSM-4918
DB05450	LSM-45816
DB05465	LSM-5949
DB05470	LSM-5252
DB05482	LSM-45563
DB05482	LSM-6189
DB05501	LSM-45591
DB05511	LSM-1380
DB05511	LSM-1595
DB05511	LSM-45709
DB05524	LSM-1160
DB05524	LSM-42796
DB05552	LSM-5731
DB05575	LSM-1042
DB05607	LSM-45523
DB05611	LSM-45286
DB05667	LSM-5148
DB05667	LSM-5430
DB05667	LSM-6434
DB05676	LSM-45894
DB05719	LSM-4929
DB05767	LSM-45595
DB05812	LSM-5658
DB05861	LSM-45815
DB05913	LSM-1179
DB05928	LSM-1127
DB05943	LSM-45934
DB05944	LSM-45403
DB05964	LSM-45748
DB05969	LSM-1132
DB05983	LSM-45471
DB05984	LSM-1207
DB05992	LSM-43250
DB06016	LSM-45253
DB06021	LSM-45753
DB06061	LSM-1165
DB06075	LSM-1135
DB06075	LSM-45278
DB06091	LSM-45919
DB06134	LSM-5795
DB06137	LSM-45890
DB06144	LSM-5765
DB06145	LSM-43114
DB06147	LSM-5327
DB06148	LSM-1374
DB06150	LSM-5790
DB06151	LSM-45626
DB06151	LSM-4672
DB06152	LSM-1492
DB06153	LSM-3695
DB06155	LSM-36994
DB06157	LSM-45263
DB06169	LSM-45387
DB06174	LSM-1613
DB06174	LSM-21629
DB06174	LSM-3997
DB06174	LSM-4043
DB06174	LSM-5741
DB06174	LSM-6422
DB06176	LSM-45396
DB06179	LSM-4924
DB06188	LSM-5732
DB06191	LSM-5782
DB06195	LSM-1001
DB06199	LSM-45787
DB06201	LSM-45759
DB06212	LSM-45837
DB06213	LSM-45927
DB06216	LSM-45575
DB06216	LSM-5679
DB06217	LSM-45707
DB06218	LSM-45385
DB06228	LSM-45951
DB06228	LSM-5499
DB06230	LSM-6644
DB06233	LSM-43190
DB06233	LSM-45997
DB06234	LSM-45590
DB06235	LSM-45482
DB06237	LSM-45456
DB06243	LSM-45424
DB06247	LSM-45388
DB06253	LSM-45889
DB06264	LSM-4381
DB06266	LSM-6272
DB06272	LSM-45401
DB06274	LSM-45414
DB06280	LSM-45645
DB06281	LSM-45543
DB06282	LSM-1544
DB06282	LSM-5412
DB06287	LSM-4295
DB06287	LSM-43061
DB06287	LSM-45994
DB06288	LSM-1669
DB06290	LSM-45598
DB06292	LSM-45664
DB06306	LSM-45514
DB06309	LSM-45886
DB06311	LSM-45613
DB06314	LSM-1123
DB06335	LSM-45955
DB06354	LSM-45407
DB06393	LSM-3966
DB06397	LSM-45966
DB06401	LSM-45508
DB06403	LSM-45789
DB06403	LSM-5031
DB06410	LSM-43175
DB06413	LSM-1343
DB06413	LSM-45603
DB06414	LSM-45824
DB06429	LSM-45828
DB06436	LSM-42995
DB06442	LSM-45417
DB06444	LSM-4978
DB06448	LSM-45716
DB06455	LSM-37025
DB06457	LSM-45608
DB06458	LSM-1489
DB06468	LSM-45738
DB06469	LSM-1231
DB06469	LSM-45844
DB06470	LSM-3110
DB06479	LSM-3315
DB06486	LSM-1069
DB06523	LSM-45572
DB06523	LSM-5189
DB06523	LSM-5701
DB06523	LSM-6426
DB06527	LSM-45751
DB06530	LSM-45841
DB06536	LSM-45922
DB06554	LSM-5947
DB06555	LSM-45705
DB06578	LSM-45914
DB06581	LSM-45795
DB06589	LSM-1114
DB06594	LSM-45989
DB06595	LSM-1221
DB06595	LSM-2287
DB06603	LSM-4284
DB06603	LSM-43059
DB06605	LSM-45660
DB06616	LSM-1190
DB06618	LSM-45619
DB06623	LSM-5616
DB06624	LSM-45803
DB06626	LSM-43191
DB06629	LSM-5453
DB06630	LSM-45618
DB06635	LSM-45819
DB06637	LSM-45521
DB06645	LSM-45737
DB06652	LSM-6059
DB06654	LSM-45956
DB06654	LSM-5906
DB06663	LSM-45412
DB06670	LSM-45851
DB06673	LSM-45611
DB06678	LSM-1706
DB06678	LSM-5894
DB06684	LSM-45389
DB06691	LSM-4206
DB06693	LSM-4123
DB06693	LSM-5461
DB06694	LSM-5262
DB06695	LSM-45249
DB06697	LSM-5519
DB06698	LSM-4044
DB06700	LSM-45451
DB06704	LSM-2969
DB06706	LSM-45213
DB06707	LSM-6525
DB06709	LSM-6405
DB06710	LSM-36837
DB06710	LSM-5902
DB06711	LSM-3737
DB06712	LSM-6501
DB06718	LSM-5853
DB06729	LSM-5279
DB06733	LSM-44624
DB06733	LSM-44931
DB06735	LSM-2072
DB06735	LSM-42849
DB06735	LSM-42850
DB06736	LSM-5762
DB06741	LSM-3097
DB06743	LSM-6414
DB06744	LSM-45504
DB06762	LSM-1557
DB06764	LSM-1430
DB06769	LSM-45554
DB06772	LSM-46002
DB06774	LSM-43179
DB06774	LSM-43180
DB06775	LSM-45453
DB06777	LSM-45742
DB06777	LSM-5353
DB06777	LSM-5509
DB06777	LSM-5720
DB06777	LSM-6555
DB06780	LSM-1787
DB06780	LSM-20964
DB06786	LSM-3832
DB06786	LSM-5794
DB06786	LSM-6509
DB06789	LSM-4900
DB06793	LSM-44977
DB06794	LSM-45990
DB06795	LSM-5445
DB06799	LSM-5440
DB06800	LSM-45638
DB06802	LSM-45729
DB06803	LSM-2787
DB06804	LSM-3971
DB06807	LSM-25664
DB06809	LSM-36826
DB06813	LSM-45944
DB06816	LSM-45210
DB06816	LSM-46029
DB06817	LSM-5233
DB06819	LSM-5751
DB06820	LSM-1751
DB06821	LSM-6683
DB06824	LSM-45752
DB06825	LSM-46025
DB06827	LSM-5937
DB06836	LSM-1191
DB06842	LSM-22623
DB06870	LSM-5185
DB06922	LSM-2825
DB06926	LSM-43243
DB06960	LSM-1629
DB06960	LSM-42957
DB06973	LSM-37080
DB06987	LSM-4355
DB06987	LSM-5562
DB06987	LSM-5757
DB06999	LSM-1049
DB07002	LSM-6244
DB07080	LSM-2509
DB07096	LSM-3103
DB07101	LSM-1101
DB07101	LSM-5068
DB07118	LSM-3025
DB07126	LSM-4287
DB07129	LSM-1700
DB07138	LSM-1169
DB07159	LSM-1040
DB07223	LSM-1653
DB07232	LSM-1146
DB07232	LSM-45805
DB07232	LSM-5067
DB07238	LSM-45670
DB07286	LSM-45662
DB07340	LSM-5842
DB07348	LSM-1349
DB07348	LSM-42812
DB07348	LSM-44631
DB07350	LSM-43231
DB07352	LSM-5206
DB07364	LSM-4110
DB07373	LSM-1933
DB07374	LSM-4047
DB07374	LSM-5886
DB07379	LSM-2151
DB07392	LSM-18990
DB07403	LSM-45675
DB07403	LSM-6250
DB07423	LSM-5880
DB07425	LSM-45487
DB07460	LSM-1208
DB07465	LSM-45955
DB07467	LSM-1936
DB07477	LSM-5965
DB07503	LSM-43222
DB07557	LSM-5041
DB07558	LSM-37060
DB07594	LSM-3461
DB07615	LSM-2388
DB07615	LSM-42898
DB07628	LSM-3830
DB07677	LSM-4130
DB07692	LSM-3273
DB07697	LSM-2975
DB07701	LSM-1598
DB07702	LSM-1365
DB07702	LSM-2368
DB07702	LSM-36949
DB07702	LSM-5468
DB07705	LSM-1617
DB07711	LSM-2600
DB07715	LSM-18994
DB07720	LSM-1518
DB07726	LSM-36677
DB07767	LSM-44126
DB07768	LSM-1628
DB07768	LSM-1643
DB07768	LSM-2564
DB07768	LSM-5153
DB07780	LSM-44625
DB07788	LSM-43344
DB07794	LSM-42790
DB07795	LSM-6579
DB07802	LSM-20498
DB07810	LSM-6221
DB07814	LSM-4083
DB07814	LSM-6641
DB07841	LSM-44619
DB07859	LSM-1155
DB07863	LSM-4097
DB07919	LSM-5451
DB07931	LSM-4300
DB07933	LSM-45465
DB07941	LSM-36373
DB07954	LSM-24983
DB07970	LSM-1003
DB07995	LSM-2608
DB07995	LSM-42924
DB07996	LSM-5082
DB07997	LSM-2410
DB08009	LSM-43098
DB08022	LSM-1034
DB08039	LSM-1219
DB08039	LSM-42805
DB08046	LSM-1417
DB08059	LSM-1318
DB08059	LSM-1788
DB08059	LSM-3947
DB08067	LSM-37023
DB08073	LSM-1045
DB08078	LSM-6012
DB08079	LSM-45438
DB08080	LSM-43068
DB08094	LSM-45812
DB08142	LSM-1004
DB08162	LSM-3715
DB08167	LSM-4555
DB08175	LSM-42820
DB08190	LSM-20986
DB08263	LSM-6270
DB08313	LSM-2260
DB08348	LSM-4937
DB08387	LSM-45476
DB08399	LSM-2575
DB08399	LSM-42918
DB08435	LSM-43081
DB08435	LSM-43082
DB08435	LSM-43305
DB08437	LSM-1431
DB08437	LSM-2788
DB08437	LSM-4379
DB08437	LSM-6734
DB08439	LSM-5316
DB08451	LSM-27989
DB08463	LSM-6707
DB08472	LSM-1449
