drugbank_id	lincs_id
DB08473	LSM-22611
DB08473	LSM-5138
DB08486	LSM-45515
DB08490	LSM-45524
DB08496	LSM-1405
DB08496	LSM-5404
DB08521	LSM-1168
DB08544	LSM-1449
DB08547	LSM-4401
DB08597	LSM-3207
DB08603	LSM-2211
DB08604	LSM-2929
DB08607	LSM-4890
DB08621	LSM-5858
DB08626	LSM-1652
DB08633	LSM-37119
DB08639	LSM-45463
DB08645	LSM-4383
DB08683	LSM-1274
DB08705	LSM-45152
DB08756	LSM-1177
DB08756	LSM-2974
DB08756	LSM-44936
DB08770	LSM-2444
DB08782	LSM-6551
DB08784	LSM-45323
DB08799	LSM-6023
DB08800	LSM-5896
DB08801	LSM-15526
DB08806	LSM-5874
DB08807	LSM-45796
DB08809	LSM-5314
DB08814	LSM-5797
DB08815	LSM-45843
DB08816	LSM-45528
DB08820	LSM-45975
DB08826	LSM-36972
DB08827	LSM-45564
DB08828	LSM-45691
DB08833	LSM-45947
DB08835	LSM-6003
DB08839	LSM-6589
DB08841	LSM-19016
DB08846	LSM-36455
DB08849	LSM-6517
DB08858	LSM-3222
DB08858	LSM-6431
DB08864	LSM-45777
DB08865	LSM-1027
DB08868	LSM-45416
DB08874	LSM-45998
DB08875	LSM-1195
DB08877	LSM-1139
DB08881	LSM-1068
DB08882	LSM-45916
DB08883	LSM-45792
DB08889	LSM-45547
DB08891	LSM-5169
DB08895	LSM-1227
DB08895	LSM-45505
DB08896	LSM-1226
DB08897	LSM-45884
DB08899	LSM-6254
DB08901	LSM-1151
DB08907	LSM-45965
DB08908	LSM-45569
DB08910	LSM-45637
DB08911	LSM-1143
DB08912	LSM-6303
DB08916	LSM-42794
DB08916	LSM-43226
DB08916	LSM-46132
DB08918	LSM-45870
DB08918	LSM-5211
DB08922	LSM-5912
DB08927	LSM-3159
DB08930	LSM-45596
DB08931	LSM-45758
DB08932	LSM-45420
DB08933	LSM-45409
DB08934	LSM-45846
DB08936	LSM-5088
DB08941	LSM-1346
DB08941	LSM-1778
DB08943	LSM-6515
DB08946	LSM-1545
DB08947	LSM-5833
DB08950	LSM-45580
DB08951	LSM-1564
DB08954	LSM-4369
DB08958	LSM-4988
DB08960	LSM-5277
DB08966	LSM-1753
DB08966	LSM-42831
DB08972	LSM-5129
DB08974	LSM-5916
DB08979	LSM-5410
DB08980	LSM-5133
DB08981	LSM-2258
DB08984	LSM-5813
DB08985	LSM-1302
DB08989	LSM-2846
DB08991	LSM-2868
DB08995	LSM-5989
DB09002	LSM-5161
DB09004	LSM-5055
DB09006	LSM-45783
DB09009	LSM-1750
DB09010	LSM-5293
DB09015	LSM-1434
DB09015	LSM-3029
DB09015	LSM-5643
DB09018	LSM-6656
DB09019	LSM-3048
DB09020	LSM-2883
DB09022	LSM-4365
DB09023	LSM-5908
DB09026	LSM-2653
DB09027	LSM-45925
DB09028	LSM-22634
DB09028	LSM-25650
DB09028	LSM-6464
DB09031	LSM-45587
DB09034	LSM-45422
DB09038	LSM-45879
DB09053	LSM-1129
DB09053	LSM-45830
DB09054	LSM-1205
DB09055	LSM-5726
DB09063	LSM-36374
DB09064	LSM-1600
DB09065	LSM-45771
DB09068	LSM-45585
DB09069	LSM-5938
DB09070	LSM-45847
DB09070	LSM-5274
DB09070	LSM-6652
DB09073	LSM-1071
DB09074	LSM-1145
DB09075	LSM-45848
DB09076	LSM-45495
DB09078	LSM-45581
DB09083	LSM-45499
DB09084	LSM-5423
DB09085	LSM-4633
DB09086	LSM-2720
DB09088	LSM-1292
DB09089	LSM-5182
DB09090	LSM-45920
DB09092	LSM-4950
DB09094	LSM-3055
DB09094	LSM-36850
DB09094	LSM-5703
DB09099	LSM-5326
DB09101	LSM-5647
DB09110	LSM-6047
DB09115	LSM-25652
DB09118	LSM-43154
DB09120	LSM-43179
DB09120	LSM-43180
DB09123	LSM-45823
DB09128	LSM-45790
DB09134	LSM-5116
DB09143	LSM-4938
DB09156	LSM-5134
DB09166	LSM-45652
DB09167	LSM-3221
DB09167	LSM-42984
DB09167	LSM-42985
DB09183	LSM-45402
DB09185	LSM-5092
DB09186	LSM-1934
DB09201	LSM-1911
DB09202	LSM-3204
DB09203	LSM-4956
DB09205	LSM-5868
DB09210	LSM-5364
DB09212	LSM-5054
DB09213	LSM-1354
DB09213	LSM-2323
DB09214	LSM-1955
DB09214	LSM-5547
DB09216	LSM-5612
DB09218	LSM-45215
DB09220	LSM-6009
DB09223	LSM-45717
DB09224	LSM-4090
DB09225	LSM-6636
DB09232	LSM-1284
DB09236	LSM-46031
DB09236	LSM-5236
DB09237	LSM-1388
DB09239	LSM-15284
DB09239	LSM-15285
DB09239	LSM-1688
DB09241	LSM-4555
DB09242	LSM-3743
DB09244	LSM-1636
DB09256	LSM-45985
DB09256	LSM-5155
DB09257	LSM-45923
DB09273	LSM-5779
DB09274	LSM-45731
DB09274	LSM-4916
DB09274	LSM-5859
DB09280	LSM-45571
DB09282	LSM-25617
DB09282	LSM-2777
DB09283	LSM-4152
DB09286	LSM-2586
DB09289	LSM-1626
DB09292	LSM-45643
DB09295	LSM-1960
DB09298	LSM-36943
DB09300	LSM-5008
DB09304	LSM-45982
DB09313	LSM-3781
DB09320	LSM-3229
DB09320	LSM-5396
DB09320	LSM-5595
DB09324	LSM-45631
DB09324	LSM-5553
DB09327	LSM-45985
DB09327	LSM-5155
DB09330	LSM-6344
DB09342	LSM-2397
DB09343	LSM-45561
DB09345	LSM-5573
DB09351	LSM-1255
DB09352	LSM-15206
DB09355	LSM-5698
DB09357	LSM-6472
DB09357	LSM-6650
DB09371	LSM-1237
DB09371	LSM-3807
DB09371	LSM-5895
DB09389	LSM-1612
DB09389	LSM-2768
DB09389	LSM-45699
DB09389	LSM-5824
DB09389	LSM-5955
DB09403	LSM-1498
DB09421	LSM-45252
DB09425	LSM-5524
DB09462	LSM-37180
DB09477	LSM-6026
DB09488	LSM-45461
DB09510	LSM-45688
DB09513	LSM-45688
DB09546	LSM-2969
DB09552	LSM-5312
DB09555	LSM-1263
DB09555	LSM-4008
DB09555	LSM-5517
DB09570	LSM-4944
DB11079	LSM-4763
DB11085	LSM-45913
DB11100	LSM-5190
DB11121	LSM-19962
DB11125	LSM-5804
DB11129	LSM-45688
DB11148	LSM-5413
DB11156	LSM-43219
DB11156	LSM-5721
DB11157	LSM-6530
DB11181	LSM-1299
DB11181	LSM-1782
DB11181	LSM-46037
DB11181	LSM-5047
DB11186	LSM-5240
DB11217	LSM-5255
DB11221	LSM-2493
DB11235	LSM-15371
DB11254	LSM-4250
DB11255	LSM-45282
DB11263	LSM-43202
DB11278	LSM-24985
DB11282	LSM-4114
DB11296	LSM-6466
DB11315	LSM-4308
DB11336	LSM-5740
DB11359	LSM-6001
DB11363	LSM-1202
DB11364	LSM-5556
DB11366	LSM-2046
DB11371	LSM-2922
DB11371	LSM-5504
DB11372	LSM-1424
DB11372	LSM-45810
DB11376	LSM-3012
DB11385	LSM-6554
DB11387	LSM-37229
DB11389	LSM-6008
DB11390	LSM-19025
DB11395	LSM-3536
DB11396	LSM-25663
DB11398	LSM-6383
DB11404	LSM-3709
DB11410	LSM-3134
DB11412	LSM-25615
DB11413	LSM-5287
DB11413	LSM-6423
DB11423	LSM-1767
DB11423	LSM-2214
DB11424	LSM-21613
DB11426	LSM-5799
DB11428	LSM-1722
DB11430	LSM-5659
DB11430	LSM-6511
DB11431	LSM-45247
DB11446	LSM-1466
DB11447	LSM-3324
DB11450	LSM-45256
DB11457	LSM-5260
DB11458	LSM-5383
DB11459	LSM-44969
DB11461	LSM-5456
DB11463	LSM-25665
DB11464	LSM-5791
DB11467	LSM-43142
DB11467	LSM-5075
DB11473	LSM-4995
DB11475	LSM-5361
DB11477	LSM-2477
DB11478	LSM-5005
DB11481	LSM-45983
DB11491	LSM-5263
DB11496	LSM-18993
DB11502	LSM-6030
DB11507	LSM-43613
DB11512	LSM-43254
DB11518	LSM-44982
DB11519	LSM-42934
DB11526	LSM-1130
DB11549	LSM-5020
DB11560	LSM-45661
DB11561	LSM-15516
DB11562	LSM-4319
DB11562	LSM-4326
DB11575	LSM-45592
DB11581	LSM-45468
DB11582	LSM-1316
DB11590	LSM-5710
DB11596	LSM-5146
DB11614	LSM-45384
DB11616	LSM-5899
DB11619	LSM-45597
DB11619	LSM-5694
DB11622	LSM-1701
DB11622	LSM-5268
DB11622	LSM-5960
DB11622	LSM-6391
DB11629	LSM-45907
DB11630	LSM-45995
DB11644	LSM-45558
DB11648	LSM-42768
DB11649	LSM-45853
DB11651	LSM-4255
DB11656	LSM-4343
DB11662	LSM-36359
DB11663	LSM-1047
DB11666	LSM-1148
DB11672	LSM-43083
DB11674	LSM-45303
DB11674	LSM-45825
DB11675	LSM-5042
DB11684	LSM-6249
DB11689	LSM-1056
DB11696	LSM-1286
DB11699	LSM-1851
DB11699	LSM-46040
DB11699	LSM-5617
DB11712	LSM-45570
DB11718	LSM-45655
DB11721	LSM-5100
DB11725	LSM-3241
DB11726	LSM-45538
DB11730	LSM-45221
DB11738	LSM-4253
DB11740	LSM-1153
DB11743	LSM-45747
DB11743	LSM-6341
DB11745	LSM-45969
DB11747	LSM-45885
DB11748	LSM-5213
DB11749	LSM-1387
DB11759	LSM-6263
DB11763	LSM-1141
DB11764	LSM-45948
DB11770	LSM-45852
DB11772	LSM-45674
DB11774	LSM-5745
DB11775	LSM-4254
DB11778	LSM-5253
DB11787	LSM-45439
DB11792	LSM-45289
DB11794	LSM-42766
DB11795	LSM-45667
DB11798	LSM-1058
DB11798	LSM-44952
DB11798	LSM-45244
DB11800	LSM-1005
DB11805	LSM-1032
DB11807	LSM-4990
DB11815	LSM-36418
DB11816	LSM-45390
DB11817	LSM-6709
DB11820	LSM-1232
DB11821	LSM-45532
DB11828	LSM-42778
DB11828	LSM-46128
DB11830	LSM-5344
DB11833	LSM-45680
DB11836	LSM-1206
DB11841	LSM-4811
DB11842	LSM-42772
DB11842	LSM-45287
DB11844	LSM-45719
DB11845	LSM-45728
DB11851	LSM-46165
DB11852	LSM-45236
DB11859	LSM-19998
DB11863	LSM-45793
DB11864	LSM-45967
DB11868	LSM-5603
DB11870	LSM-42762
DB11875	LSM-4610
DB11883	LSM-45502
DB11886	LSM-1184
DB11890	LSM-45233
DB11893	LSM-45535
DB11894	LSM-45726
DB11899	LSM-42765
DB11901	LSM-45475
DB11903	LSM-45586
DB11904	LSM-45582
DB11907	LSM-45736
DB11909	LSM-45526
DB11911	LSM-45601
DB11913	LSM-45915
DB11919	LSM-45743
DB11921	LSM-5999
DB11924	LSM-45620
DB11925	LSM-45472
DB11937	LSM-24962
DB11941	LSM-45766
DB11942	LSM-45842
DB11946	LSM-45513
DB11950	LSM-45594
DB11952	LSM-42769
DB11953	LSM-45238
DB11954	LSM-45284
DB11954	LSM-5873
DB11956	LSM-45410
DB11957	LSM-45537
DB11958	LSM-1178
DB11958	LSM-5421
DB11962	LSM-1173
DB11962	LSM-42798
DB11962	LSM-42799
DB11963	LSM-42808
DB11967	LSM-45640
DB11974	LSM-45239
DB11977	LSM-45804
DB11978	LSM-45612
DB11991	LSM-45496
DB11994	LSM-5766
DB11999	LSM-45617
DB12000	LSM-45724
DB12005	LSM-45940
DB12006	LSM-42763
DB12012	LSM-45946
DB12015	LSM-4256
DB12017	LSM-2442
DB12017	LSM-42902
DB12021	LSM-6306
DB12025	LSM-45996
DB12025	LSM-5518
DB12025	LSM-6185
DB12028	LSM-45493
DB12029	LSM-43324
DB12039	LSM-1682
DB12039	LSM-20956
DB12039	LSM-45741
DB12044	LSM-45875
DB12045	LSM-45627
DB12047	LSM-45281
DB12052	LSM-3462
DB12062	LSM-45277
DB12064	LSM-1144
DB12066	LSM-45634
DB12066	LSM-6184
DB12070	LSM-45820
DB12072	LSM-43214
DB12072	LSM-43215
DB12078	LSM-45447
DB12078	LSM-5346
DB12085	LSM-45968
DB12092	LSM-4302
DB12093	LSM-1560
DB12093	LSM-45477
DB12098	LSM-5169
DB12108	LSM-45140
DB12109	LSM-45873
DB12110	LSM-25627
DB12111	LSM-2443
DB12112	LSM-43225
DB12116	LSM-5661
DB12116	LSM-6228
DB12123	LSM-45866
DB12131	LSM-1372
DB12131	LSM-3178
DB12131	LSM-5249
DB12137	LSM-45984
DB12146	LSM-44531
DB12146	LSM-44954
DB12156	LSM-36450
DB12156	LSM-45779
DB12161	LSM-36891
DB12161	LSM-37018
DB12161	LSM-4151
DB12167	LSM-46026
DB12173	LSM-5625
DB12179	LSM-5964
DB12180	LSM-4257
DB12180	LSM-45720
DB12181	LSM-6227
DB12183	LSM-45462
DB12190	LSM-45735
DB12191	LSM-43178
DB12200	LSM-1131
DB12206	LSM-45697
DB12209	LSM-45953
DB12216	LSM-20001
DB12218	LSM-45868
DB12221	LSM-4360
DB12221	LSM-5203
DB12224	LSM-37240
DB12228	LSM-45822
DB12231	LSM-3148
DB12233	LSM-45469
DB12239	LSM-45647
DB12241	LSM-45834
DB12242	LSM-1006
DB12242	LSM-45536
DB12243	LSM-5486
DB12245	LSM-5875
DB12247	LSM-6308
DB12248	LSM-4417
DB12254	LSM-6285
DB12270	LSM-42767
DB12271	LSM-45511
DB12273	LSM-4115
DB12275	LSM-45264
DB12282	LSM-45153
DB12283	LSM-45905
DB12286	LSM-45954
DB12290	LSM-45723
DB12291	LSM-19036
DB12293	LSM-1811
DB12299	LSM-45666
DB12302	LSM-42777
DB12307	LSM-1158
DB12308	LSM-19998
DB12310	LSM-37121
DB12311	LSM-45610
DB12318	LSM-45494
DB12319	LSM-2239
DB12320	LSM-45512
DB12325	LSM-45958
DB12327	LSM-2433
DB12328	LSM-42705
DB12328	LSM-4433
DB12332	LSM-4947
DB12339	LSM-45296
DB12340	LSM-42776
DB12340	LSM-4738
DB12345	LSM-45394
DB12359	LSM-5627
DB12364	LSM-45445
DB12369	LSM-42761
DB12375	LSM-45656
DB12376	LSM-6324
DB12379	LSM-42899
DB12380	LSM-45425
DB12381	LSM-45706
DB12385	LSM-4685
DB12387	LSM-1063
DB12387	LSM-45146
DB12392	LSM-45663
DB12393	LSM-45516
DB12395	LSM-1561
DB12395	LSM-37047
DB12395	LSM-5462
DB12400	LSM-36356
DB12405	LSM-1546
DB12405	LSM-3810
DB12405	LSM-4969
DB12406	LSM-45727
DB12411	LSM-45574
DB12415	LSM-45479
DB12416	LSM-45436
DB12422	LSM-4919
DB12424	LSM-45896
DB12425	LSM-1780
DB12425	LSM-3991
DB12426	LSM-45785
DB12429	LSM-1048
DB12432	LSM-1186
DB12442	LSM-43241
DB12442	LSM-43297
DB12442	LSM-46133
DB12445	LSM-36980
DB12447	LSM-5007
DB12457	LSM-45712
DB12463	LSM-42753
DB12463	LSM-45411
DB12465	LSM-3092
DB12466	LSM-45283
DB12472	LSM-4385
DB12474	LSM-5854
DB12474	LSM-6592
DB12478	LSM-3057
DB12480	LSM-3004
DB12480	LSM-45415
DB12480	LSM-6421
DB12484	LSM-45757
DB12491	LSM-45725
DB12494	LSM-6307
DB12497	LSM-45399
DB12500	LSM-1142
DB12518	LSM-2064
DB12519	LSM-45898
DB12523	LSM-5377
DB12532	LSM-5672
DB12545	LSM-45704
DB12547	LSM-45433
DB12550	LSM-45539
DB12551	LSM-4350
DB12554	LSM-1296
DB12556	LSM-36812
DB12558	LSM-45507
DB12565	LSM-2269
DB12567	LSM-45854
DB12582	LSM-42991
DB12588	LSM-1140
DB12588	LSM-45764
DB12590	LSM-45562
DB12598	LSM-45274
DB12604	LSM-5048
DB12610	LSM-2644
DB12611	LSM-1112
DB12614	LSM-45694
DB12618	LSM-45904
DB12627	LSM-45911
DB12638	LSM-5492
DB12645	LSM-4807
DB12650	LSM-45964
DB12650	LSM-5920
DB12661	LSM-5807
DB12665	LSM-5818
DB12665	LSM-5907
DB12666	LSM-45673
DB12667	LSM-4210
DB12668	LSM-45525
DB12681	LSM-45698
DB12682	LSM-45710
DB12686	LSM-1073
DB12693	LSM-2906
DB12695	LSM-4926
DB12717	LSM-45718
DB12719	LSM-45859
DB12730	LSM-45943
DB12731	LSM-43216
DB12732	LSM-45715
DB12733	LSM-45908
DB12736	LSM-4774
DB12739	LSM-45435
DB12742	LSM-1118
DB12743	LSM-45765
DB12745	LSM-1128
DB12750	LSM-45279
DB12764	LSM-36424
DB12770	LSM-45448
DB12771	LSM-36968
DB12774	LSM-1007
DB12781	LSM-45744
DB12783	LSM-5097
DB12802	LSM-3055
DB12802	LSM-36850
DB12802	LSM-5703
DB12812	LSM-45432
DB12827	LSM-45449
DB12831	LSM-3314
DB12834	LSM-5131
DB12847	LSM-4534
DB12848	LSM-1166
DB12852	LSM-45266
DB12856	LSM-45901
DB12866	LSM-45255
DB12867	LSM-3792
DB12869	LSM-1677
DB12870	LSM-36606
DB12870	LSM-4915
DB12874	LSM-1037
DB12877	LSM-45932
DB12881	LSM-2011
DB12885	LSM-21638
DB12885	LSM-36932
DB12890	LSM-1965
DB12890	LSM-36453
DB12901	LSM-45763
DB12904	LSM-1053
DB12906	LSM-45658
DB12920	LSM-36363
DB12920	LSM-45371
DB12923	LSM-21596
DB12930	LSM-5548
DB12931	LSM-2917
DB12933	LSM-45489
DB12939	LSM-24313
DB12942	LSM-45798
DB12946	LSM-19971
DB12947	LSM-21653
DB12947	LSM-45881
DB12947	LSM-6359
DB12957	LSM-45957
DB12959	LSM-45258
DB12964	LSM-45633
DB12966	LSM-3584
DB12969	LSM-45754
DB12972	LSM-19998
DB12980	LSM-6247
DB12981	LSM-45553
DB12985	LSM-5900
DB13005	LSM-6708
DB13014	LSM-2650
DB13022	LSM-45659
DB13024	LSM-45756
DB13025	LSM-5676
DB13026	LSM-1548
DB13034	LSM-36992
DB13036	LSM-45892
DB13040	LSM-45265
DB13044	LSM-6229
DB13048	LSM-3119
DB13056	LSM-3663
DB13059	LSM-45437
DB13060	LSM-45849
DB13061	LSM-1066
DB13063	LSM-43050
DB13063	LSM-43074
DB13063	LSM-43089
DB13063	LSM-43090
DB13063	LSM-43298
DB13063	LSM-5227
DB13065	LSM-45909
DB13070	LSM-36982
DB13082	LSM-45762
DB13089	LSM-22618
DB13089	LSM-45606
DB13109	LSM-45478
DB13113	LSM-1157
DB13132	LSM-5566
DB13132	LSM-6546
DB13139	LSM-5178
DB13139	LSM-5480
DB13141	LSM-3260
DB13141	LSM-5551
DB13142	LSM-6520
DB13154	LSM-2913
DB13155	LSM-1968
DB13155	LSM-45981
DB13156	LSM-45268
DB13165	LSM-45986
DB13166	LSM-45492
DB13169	LSM-5630
DB13174	LSM-20950
DB13178	LSM-45237
DB13179	LSM-5510
DB13179	LSM-6416
DB13182	LSM-2935
DB13183	LSM-3430
DB13207	LSM-36375
DB13216	LSM-5538
DB13217	LSM-5342
DB13225	LSM-3783
DB13226	LSM-20975
DB13226	LSM-5235
DB13227	LSM-1671
DB13227	LSM-5070
DB13232	LSM-5851
DB13233	LSM-1333
DB13237	LSM-19955
DB13240	LSM-1756
DB13240	LSM-42701
DB13242	LSM-1265
DB13242	LSM-1341
DB13242	LSM-1926
DB13242	LSM-36395
DB13248	LSM-5730
DB13251	LSM-4975
DB13256	LSM-19970
DB13264	LSM-45211
DB13264	LSM-45657
DB13264	LSM-46163
DB13264	LSM-5173
DB13266	LSM-43263
DB13284	LSM-5683
DB13292	LSM-5936
DB13307	LSM-1476
DB13307	LSM-5290
DB13307	LSM-6737
DB13309	LSM-5053
DB13318	LSM-6590
DB13323	LSM-37096
DB13327	LSM-3497
DB13331	LSM-5490
DB13337	LSM-15176
DB13337	LSM-6410
DB13340	LSM-1469
DB13340	LSM-2946
DB13343	LSM-19008
DB13345	LSM-1568
DB13345	LSM-1707
DB13345	LSM-4200
DB13346	LSM-5494
DB13351	LSM-1951
DB13354	LSM-5380
DB13374	LSM-18556
DB13374	LSM-2907
DB13374	LSM-6687
DB13381	LSM-45734
DB13386	LSM-1857
DB13393	LSM-1410
DB13393	LSM-2041
DB13393	LSM-36454
DB13393	LSM-6738
DB13399	LSM-2104
DB13400	LSM-45857
DB13404	LSM-45734
DB13407	LSM-5583
DB13411	LSM-5879
DB13415	LSM-3287
DB13416	LSM-45928
DB13419	LSM-5125
DB13421	LSM-45811
DB13424	LSM-19015
DB13425	LSM-45542
DB13431	LSM-4439
DB13434	LSM-45431
DB13442	LSM-5089
DB13443	LSM-4355
DB13443	LSM-5562
DB13443	LSM-5757
DB13462	LSM-44981
DB13466	LSM-5115
DB13467	LSM-42696
DB13467	LSM-5496
DB13478	LSM-1252
DB13483	LSM-5788
DB13499	LSM-5865
DB13500	LSM-45393
DB13502	LSM-45817
DB13509	LSM-5288
DB13510	LSM-5365
DB13511	LSM-2375
DB13514	LSM-5110
DB13520	LSM-1441
DB13520	LSM-3265
DB13520	LSM-45893
DB13529	LSM-5788
DB13532	LSM-1529
DB13536	LSM-20949
DB13546	LSM-45382
DB13547	LSM-5445
DB13550	LSM-2413
DB13551	LSM-25646
DB13568	LSM-26236
DB13573	LSM-5551
DB13574	LSM-5026
DB13575	LSM-37027
DB13576	LSM-4676
DB13580	LSM-5210
DB13583	LSM-5081
DB13588	LSM-1730
DB13597	LSM-5675
DB13612	LSM-45688
DB13612	LSM-5288
DB13618	LSM-5981
DB13627	LSM-5811
DB13636	LSM-5551
DB13636	LSM-5581
DB13642	LSM-6559
DB13648	LSM-4972
DB13655	LSM-45832
DB13661	LSM-3174
DB13667	LSM-45260
DB13668	LSM-37163
DB13670	LSM-44971
DB13670	LSM-45212
DB13679	LSM-1263
DB13679	LSM-4008
DB13679	LSM-5517
DB13683	LSM-3647
DB13689	LSM-45518
DB13715	LSM-3068
DB13717	LSM-4363
DB13718	LSM-1275
DB13718	LSM-1805
DB13720	LSM-4102
DB13726	LSM-5563
DB13728	LSM-5473
DB13729	LSM-45240
DB13732	LSM-5424
DB13732	LSM-6514
DB13738	LSM-6513
DB13740	LSM-2325
DB13744	LSM-5506
DB13751	LSM-46003
DB13756	LSM-42695
DB13758	LSM-5273
DB13759	LSM-5905
DB13762	LSM-5045
DB13766	LSM-3397
DB13772	LSM-5715
DB13773	LSM-5204
DB13780	LSM-2427
DB13781	LSM-43260
DB13783	LSM-5753
DB13785	LSM-4385
DB13791	LSM-2334
DB13793	LSM-2891
DB13793	LSM-6667
DB13806	LSM-3317
DB13812	LSM-6010
DB13814	LSM-1304
DB13814	LSM-4962
DB13823	LSM-5267
DB13830	LSM-36956
DB13836	LSM-15186
DB13839	LSM-18995
DB13844	LSM-6459
DB13853	LSM-5969
DB13854	LSM-42900
DB13855	LSM-5405
DB13858	LSM-15287
DB13860	LSM-4763
DB13875	LSM-6691
DB13877	LSM-6317
DB13909	LSM-37191
DB13910	LSM-4620
DB13919	LSM-5903
DB13929	LSM-4185
DB13930	LSM-45974
DB13950	LSM-15494
DB13950	LSM-15495
DB13953	LSM-1488
DB13953	LSM-26352
DB13954	LSM-1899
DB13956	LSM-1523
DB13956	LSM-37162
DB13956	LSM-6672
DB13978	LSM-36370
DB13978	LSM-6271
DB13981	LSM-2598
DB13981	LSM-5796
DB13988	LSM-2529
DB14006	LSM-4763
DB14007	LSM-5524
DB14025	LSM-5183
DB14026	LSM-5710
DB14043	LSM-3518
DB14054	LSM-1768
DB14055	LSM-1405
DB14055	LSM-5404
DB14057	LSM-6389
DB14060	LSM-6616
DB14061	LSM-5614
DB14063	LSM-1298
DB14063	LSM-45139
DB14065	LSM-5717
DB14075	LSM-5114
DB14080	LSM-45626
DB14080	LSM-4672
DB14081	LSM-1719
DB14081	LSM-6412
DB14083	LSM-1345
DB14084	LSM-2161
DB14086	LSM-1682
DB14086	LSM-20956
DB14086	LSM-45741
DB14089	LSM-4749
DB14093	LSM-1628
DB14093	LSM-1643
DB14093	LSM-2564
DB14093	LSM-5153
DB14104	LSM-42867
DB14109	LSM-5255
DB14122	LSM-44652
DB14126	LSM-5340
DB14128	LSM-4965
DB14129	LSM-4768
DB14132	LSM-6066
DB14183	LSM-44633
DB14206	LSM-5958
DB14218	LSM-45772
DB14476	LSM-4487
DB14479	LSM-45626
DB14479	LSM-4672
DB14486	LSM-5428
DB14512	LSM-3349
DB14512	LSM-5968
DB14529	LSM-4676
DB14539	LSM-1718
DB14539	LSM-19960
DB14539	LSM-5640
DB14542	LSM-1578
DB14544	LSM-1407
DB14544	LSM-4999
DB14545	LSM-1280
DB14545	LSM-5816
DB14569	LSM-45778
DB14570	LSM-22632
DB14575	LSM-45929
DB14596	LSM-5522
DB14598	LSM-45734
DB14599	LSM-45734
DB14600	LSM-45734
DB14630	LSM-37105
DB14633	LSM-1810
DB14633	LSM-36396
DB14638	LSM-2223
DB14640	LSM-2641
DB14640	LSM-5205
DB14642	LSM-5977
DB14649	LSM-1904
DB14649	LSM-1915
DB14649	LSM-3049
DB14649	LSM-5441
DB14656	LSM-1516
DB14659	LSM-6024
DB14674	LSM-45379
DB14680	LSM-45498
DB14681	LSM-2965
DB14681	LSM-5860
DB14681	LSM-6476
DB14682	LSM-36603
DB14683	LSM-6466
DB14750	LSM-2803
DB14750	LSM-42947
DB14750	LSM-42948
DB14760	LSM-45473
DB14845	LSM-45924
DB14872	LSM-45962
DB14887	LSM-45293
DB14904	LSM-5946
DB14949	LSM-45251
DB14980	LSM-1059
DB15068	LSM-45568
DB15087	LSM-45839
DB15110	LSM-45818
DB15122	LSM-45727
DB15130	LSM-5243
DB15133	LSM-45557
DB15141	LSM-45975
DB15266	LSM-45644
DB15299	LSM-45882
DB15300	LSM-1275
DB15300	LSM-1805
DB15335	LSM-19000
DB15350	LSM-45237
DB15393	LSM-45625
DB15399	LSM-6218
DB15408	LSM-45467
DB15410	LSM-1416
DB15414	LSM-1008
DB15446	LSM-45600
DB15480	LSM-3915
DB15492	LSM-3109
DB15566	LSM-1243
DB15580	LSM-45377
DB15581	LSM-6566
DB15584	LSM-5229
DB15588	LSM-22617
DB15588	LSM-4889
DB15588	LSM-6404
DB15597	LSM-1745
DB15598	LSM-37076
