drugbank_id	rhea_id
DB04122	61548
DB04122	61567
DB04122	91004
DB04127	78346
DB04137	37565
DB04143	58866
DB04145	45213
DB04153	58758
DB04156	17051
DB04160	33019
DB04166	16567
DB04173	28645
DB04173	37721
DB04178	83718
DB04183	17453
DB04185	58441
DB04189	57304
DB04193	143081
DB04193	57476
DB04194	143141
DB04199	78223
DB04200	6698
DB04207	57951
DB04212	44400
DB04214	61146
DB04216	57694
DB04224	30823
DB04224	30825
DB04228	75204
DB04231	15377
DB04231	16069
DB04231	49552
DB04242	17879
DB04243	142797
DB04248	140999
DB04248	27931
DB04248	3528
DB04252	32814
DB04257	32372
DB04261	13941
DB04265	35418
DB04265	58705
DB04265	58770
DB04267	36167
DB04272	16947
DB04275	17697
DB04277	134283
DB04277	134284
DB04277	57579
DB04277	61519
DB04279	35121
DB04284	134398
DB04284	35280
DB04286	17535
DB04286	27476
DB04286	46994
DB04286	53455
DB04291	57475
DB04299	29806
DB04299	30780
DB04300	57660
DB04304	12931
DB04304	13115
DB04304	17360
DB04304	17767
DB04304	17796
DB04304	18391
DB04304	53071
DB04308	57475
DB04313	58724
DB04315	58189
DB04325	225237
DB04326	57642
DB04328	145989
DB04329	16092
DB04335	17596
DB04339	57662
DB04343	36655
DB04345	17781
DB04346	44800
DB04347	16630
DB04348	36257
DB04349	16997
DB04349	28972
DB04349	29002
DB04351	15708
DB04351	16383
DB04352	78346
DB04362	139151
DB04364	15686
DB04364	15687
DB04364	15688
DB04370	62225
DB04372	42027
DB04377	17325
DB04380	17536
DB04382	84755
DB04388	58066
DB04397	15377
DB04398	16004
DB04398	16651
DB04398	24996
DB04400	43029
DB04400	64240
DB04401	15710
DB04411	47325
DB04414	15377
DB04417	57917
DB04418	57567
DB04419	143080
DB04419	58455
DB04422	58199
DB04425	17001
DB04425	71175
DB04431	85488
DB04444	17051
DB04445	16382
DB04445	16793
DB04447	17456
DB04447	18320
DB04454	74359
DB04455	17750
DB04457	57673
DB04461	57309
DB04464	57809
DB04465	17057
DB04465	17306
DB04465	17716
DB04465	18147
DB04465	18167
DB04465	36218
DB04465	47931
DB04465	64351
DB04473	2179
DB04473	2181
DB04473	27586
DB04473	27907
DB04473	42548
DB04473	42589
DB04473	62346
DB04481	17113
DB04481	42090
DB04481	48300
DB04482	85987
DB04485	17748
DB04493	134283
DB04493	134284
DB04493	57579
DB04493	61519
DB04494	15377
DB04498	537519
DB04499	17907
DB04499	51014
DB04506	18420
DB04510	57998
DB04510	58272
DB04519	25646
DB04522	57524
DB04522	58680
DB04524	57384
DB04527	58850
DB04528	84561
DB04529	75953
DB04532	16881
DB04537	57803
DB04538	58724
DB04539	133673
DB04540	16113
DB04551	32966
DB04551	58694
DB04553	16763
DB04555	58069
DB04557	32395
DB04562	62517
DB04564	15945
DB04564	16217
DB04566	58053
DB04568	142407
DB04573	27974
DB04573	42156
DB04573	87620
DB04574	60050
DB04619	27632
DB04630	27584
DB04650	57586
DB04652	16827
DB04660	16870
DB04688	59908
DB04703	28775
DB04705	42977
DB04706	17500
DB04706	42989
DB04714	128769
DB04729	58530
DB04734	30719
DB04734	36986
DB04737	16910
DB04737	18450
DB04745	16365
DB04745	18289
DB04781	16230
DB04784	16346
DB04789	18608
DB04808	65076
DB04827	17967
DB04874	17996
DB04874	28938
DB04912	17996
DB04930	62523
DB04936	13022
DB04936	13172
DB04936	134275
DB04936	145026
DB04936	27605
DB04936	37724
DB04936	47693
DB04936	48095
DB04996	17996
DB04996	28938
DB04996	30089
DB04996	42939
DB05088	26833
DB05188	27023
DB05229	29101
DB05245	49468
DB05260	17632
DB05296	30089
DB05340	29101
DB05381	58432
DB05382	17606
DB05389	15377
DB05389	15379
DB05389	17441
DB05428	30089
DB05446	58758
DB05450	15578
DB05456	74667
DB05461	15377
DB05461	17996
DB05476	17996
DB05478	25224
DB05549	25224
DB05607	29806
DB05607	30780
DB05630	15377
DB05630	29101
DB05642	15377
DB05642	17996
DB05667	47518
DB05667	48336
DB05732	15792
DB05790	17996
DB05792	17996
DB05804	57905
DB05837	17996
DB05956	17996
DB05966	16947
DB05974	62767
DB05993	17996
DB06021	27023
DB06082	17996
DB06151	78236
DB06174	73237
DB06215	29033
DB06215	29034
DB06216	29806
DB06216	30780
DB06253	83088
DB06257	85810
DB06410	4712
DB06543	40968
DB06622	85816
DB06659	17996
DB06689	30823
DB06689	30825
DB06689	57603
DB06690	17045
DB06693	34848
DB06705	29101
DB06715	16382
DB06715	29103
DB06723	15377
DB06724	17544
DB06724	29108
DB06728	17296
DB06748	77152
DB06749	67989
DB06750	67987
DB06755	17579
DB06755	67188
DB06756	17750
DB06757	29035
DB06767	17996
DB06767	28938
DB06768	16004
DB06768	16651
DB06768	24996
DB06768	28938
DB06770	17987
DB06777	36234
DB06777	78602
DB06777	78604
DB06777	87730
DB06778	16189
DB06778	29036
DB06783	29034
DB06784	16947
DB06788	30089
DB06792	17544
DB06796	29035
DB06801	85241
DB06827	60081
DB06864	58689
DB06894	28878
DB06903	68650
DB06926	133819
DB06926	136655
DB06926	90850
DB06952	59350
DB06955	59198
DB06960	46979
DB06973	33216
DB07060	17282
DB07060	55529
DB07118	17224
DB07172	90737
DB07177	57400
DB07301	27543
DB07302	133820
DB07302	77895
DB07352	58470
DB07373	40799
DB07375	15994
DB07375	16985
DB07392	15930
DB07424	29103
DB07447	16330
DB07447	2150
DB07447	85278
DB07447	86377
DB07506	57621
DB07506	58692
DB07518	87808
DB07557	28952
DB07557	30154
DB07588	133898
DB07610	17435
DB07640	52020
DB07645	76283
DB07702	27974
DB07702	42156
DB07702	87620
DB07703	29461
DB07706	28744
DB07715	77659
DB07718	36242
DB07767	29749
DB07768	17347
DB07768	42534
DB07780	162247
DB07780	175763
DB07780	60374
DB07810	17276
DB07814	58590
DB07815	73251
DB07841	139032
DB07841	57533
DB07841	58756
DB07841	62639
DB07896	17210
DB07911	64675
DB07914	58284
DB07915	58284
DB07923	41128
DB07924	41128
DB07930	76616
DB07950	30854
DB07992	144643
DB08120	43711
DB08209	71579
DB08230	60045
DB08231	30807
DB08264	44343
DB08276	17051
DB08294	71332
DB08319	18218
DB08326	16792
DB08327	16169
DB08427	29934
DB08435	85236
DB08437	60255
DB08517	28927
DB08542	15896
DB08585	132012
DB08586	132013
DB08587	30023
DB08636	59353
DB08652	16031
DB08653	57887
DB08688	17700
DB08761	65063
DB08768	17660
DB08833	132028
DB08833	9407
DB08838	58145
DB08839	350546
DB08841	327995
DB08842	57589
DB08844	17775
DB08845	16810
DB08847	57690
DB08847	58375
DB08847	58419
DB08847	63727
DB08849	60120
DB08855	57973
DB08858	17996
DB08858	28938
DB08858	29746
DB08913	17996
DB08921	15382
DB08921	15383
DB08938	15377
DB08938	16189
DB08938	18420
DB08956	86384
DB09072	16724
DB09072	29101
DB09086	4917
DB09087	16189
DB09087	29103
DB09093	133598
DB09104	15377
DB09104	18420
DB09110	58319
DB09112	16301
DB09114	72999
DB09116	29108
DB09125	16947
DB09125	29103
DB09129	17996
DB09129	49544
DB09131	17996
DB09131	29036
DB09138	15377
DB09140	15379
DB09145	15377
DB09146	15377
DB09146	17992
DB09146	29034
DB09146	29101
DB09146	51833
DB09147	29034
DB09147	33019
DB09152	17997
DB09153	17996
DB09153	29101
DB09154	16947
DB09154	29101
DB09157	16526
DB09160	15377
DB09165	33019
DB09203	58606
DB09203	63694
DB09221	29105
DB09241	17996
DB09269	18401
DB09270	46245
DB09275	29103
DB09276	29101
DB09277	15354
DB09277	17996
DB09281	18420
DB09293	16382
DB09314	15377
DB09316	17996
DB09320	51354
DB09322	16189
DB09322	29105
DB09325	17051
DB09325	29101
DB09326	28938
DB09327	17568
DB09332	29101
DB09338	15377
DB09380	29101
DB09394	43474
DB09395	29101
DB09395	30089
DB09398	17051
DB09400	62621
DB09407	17996
DB09407	18420
DB09409	15377
DB09409	18420
DB09409	30089
DB09413	29103
DB09413	43474
DB09414	29103
DB09414	43474
DB09418	29103
DB09419	16789
DB09419	17979
DB09419	28480
DB09419	47014
DB09420	16382
DB09449	29101
DB09449	43474
DB09459	30924
DB09459	30927
DB09459	30928
DB09459	30929
DB09460	17544
DB09460	29101
DB09462	17754
DB09472	16189
DB09472	29101
DB09473	48981
DB09481	17544
DB09481	18420
DB09483	16004
DB09483	16651
DB09483	24996
DB09483	29103
DB09484	29101
DB09490	17996
DB09494	16125
DB09498	17996
DB09499	33542
DB09501	16947
DB09501	28938
DB09501	29034
DB09510	16199
DB09513	16199
DB09517	12931
DB09517	13115
DB09517	17360
DB09517	17767
DB09517	17796
DB09517	17992
DB09517	18391
DB09517	29034
DB09517	29101
DB09517	51833
DB09517	53071
DB09526	17594
DB09543	31832
DB09546	16189
DB09555	29806
DB09555	30780
DB09561	231935
DB09561	29101
DB09561	57597
DB09561	57685
DB09563	15354
DB11056	17996
DB11068	15075
DB11072	17051
DB11079	30762
DB11080	17632
DB11080	49468
DB11081	17996
DB11085	27810
DB11090	17632
DB11090	29103
DB11091	16240
DB11092	17051
DB11093	16947
DB11093	29108
DB11098	17544
DB11098	29103
DB11100	15676
DB11100	15677
DB11100	15678
DB11107	29103
DB11107	30924
DB11107	30927
DB11107	30928
DB11107	30929
DB11110	16947
DB11110	18420
DB11119	16382
DB11119	29101
DB11126	12931
DB11126	13115
DB11126	17360
DB11126	17767
DB11126	17796
DB11126	18391
DB11126	29108
DB11126	53071
DB11127	18212
DB11128	15377
DB11128	28938
DB11129	16199
DB11129	16240
DB11134	29036
DB11141	12931
DB11141	13115
DB11141	17360
DB11141	17767
DB11141	17796
DB11141	18391
DB11141	29035
DB11141	53071
DB11142	62621
DB11145	48981
DB11150	16189
DB11151	15377
DB11153	15377
DB11153	29103
DB11154	16947
DB11154	29105
DB11159	29101
DB11168	136591
DB11168	29108
DB11168	45912
DB11168	57561
DB11171	15377
DB11171	16189
DB11171	29034
DB11175	29105
DB11176	138919
DB11176	27547
DB11183	29101
DB11189	18420
DB11189	57305
DB11191	18408
DB11191	2480
DB11191	48828
DB11191	58502
DB11191	58503
DB11191	58504
DB11191	60487
DB11191	60493
DB11192	136591
DB11192	45912
DB11192	57561
DB11195	15963
DB11195	17151
DB11195	18333
DB11195	18403
DB11197	29033
DB11197	35235
DB11197	35236
DB11197	57305
DB11200	15377
DB11200	17996
DB11200	57305
DB11205	15377
DB11205	17996
DB11210	29033
DB11210	57305
DB11217	18305
DB11231	15948
DB11231	62466
DB11233	16947
DB11233	49468
DB11239	16189
DB11246	12931
DB11246	13115
DB11246	17360
DB11246	17767
DB11246	17796
DB11246	18391
DB11246	29036
DB11246	53071
DB11248	12931
DB11248	13115
DB11248	17360
DB11248	17767
DB11248	17796
DB11248	18391
DB11248	29105
DB11248	53071
DB11250	75550
DB11250	75555
DB11255	49544
DB11256	18608
DB11257	17051
DB11264	29108
DB11264	58083
DB11268	50205
DB11281	17544
DB11283	45240
DB11288	15393
DB11288	15394
DB11290	25629
DB11309	16189
DB11331	72841
DB11331	84472
DB11337	15333
DB11337	16522
DB11337	46570
DB11340	64183
DB11344	15402
DB11344	15409
DB11345	15396
DB11345	15397
DB11348	29108
DB11348	43474
DB11359	28591
DB11410	77092
DB11417	16240
DB11442	57933
DB11446	35812
DB11451	28982
DB11451	28985
DB11451	38685
DB11460	15440
DB11475	77047
DB11493	18036
DB11493	29101
DB11520	57971
DB11525	28938
DB11558	17578
DB11573	15377
DB11573	17996
DB11588	17245
DB11590	29101
DB11596	57457
DB11617	77980
DB11622	137881
DB11664	139072
DB11672	3962
DB11673	57761
DB11695	57485
DB11710	16797
DB11735	40822
DB11735	42758
DB11753	84571
DB11789	58875
DB11789	58876
DB11815	114953
DB11831	34718
DB11842	58506
DB11846	16737
DB11848	57584
DB11848	58255
DB11848	58328
DB11858	63166
DB11859	11909
DB11859	16229
DB11859	50169
DB11874	79068
DB11876	74387
DB11924	57817
DB11937	58454
DB12029	57644
DB12029	57754
DB12039	15600
DB12087	18353
DB12093	16563
DB12148	78277
DB12153	58779
DB12176	76978
DB12179	65004
DB12179	67247
DB12216	18293
DB12298	412516
DB12308	11909
DB12308	16229
DB12308	50169
DB12310	16551
DB12425	533015
DB12444	58128
DB12452	16188
DB12519	57433
DB12529	16301
DB12582	28821
DB12622	6570
DB12628	15354
DB12665	144437
DB12676	15636
DB12697	58531
DB12709	35020
DB12751	15588
DB12751	15589
DB12751	15595
DB12754	16382
DB12779	58253
DB12779	58482
DB12816	78884
DB12907	40822
DB12907	42758
DB12944	16204
DB12961	133975
DB12961	57461
DB12961	90723
DB12969	15975
DB12969	18266
DB12969	18427
DB12969	28310
DB12969	28548
DB12970	40822
DB12970	42758
DB12972	11909
DB12972	16229
DB12972	50169
DB13038	53753
DB13063	7939
DB13075	44245
DB13089	17573
DB13089	57729
DB13105	133822
DB13105	136057
DB13105	91000
DB13142	12931
DB13142	13115
DB13142	143067
DB13142	143069
DB13142	17360
DB13142	17767
DB13142	17796
DB13142	18391
DB13142	29108
DB13142	53071
DB13142	76825
DB13145	28938
DB13153	68658
DB13156	17596
DB13157	29101
DB13163	15377
DB13169	7466
DB13171	75342
DB13171	75757
DB13171	75938
DB13178	10642
DB13178	17268
DB13178	27372
DB13180	12931
DB13180	13115
DB13180	17360
DB13180	17767
DB13180	17796
DB13180	18391
DB13180	53071
DB13182	77764
DB13191	58092
DB13207	29985
DB13207	29986
DB13207	32682
DB13207	32689
DB13209	15377
DB13209	17632
DB13210	17441
DB13210	29101
DB13218	17756
DB13218	32382
DB13220	29033
DB13220	29990
DB13220	29991
DB13226	58270
DB13231	16004
DB13231	16651
DB13231	24996
DB13231	29108
DB13236	15377
DB13236	29101
DB13249	18420
DB13250	17996
DB13250	58252
DB13251	141486
DB13257	16189
DB13257	29033
DB13261	15377
DB13280	13705
DB13290	17051
DB13322	15377
DB13322	17544
DB13322	18420
DB13323	16602
DB13326	17996
DB13330	58261
DB13344	16793
DB13344	17996
DB13366	17996
DB13379	17544
DB13379	29101
DB13381	29034
DB13381	29101
DB13381	64755
DB13387	15377
DB13387	29034
DB13387	55376
DB13387	55377
DB13387	60344
DB13388	17632
DB13392	15377
DB13392	29101
DB13404	29101
DB13404	64755
DB13423	15377
DB13423	29034
DB13424	16130
DB13486	18420
DB13495	27827
DB13509	13719
DB13519	30623
DB13569	17996
DB13569	29033
DB13576	32544
DB13582	16947
DB13582	29034
DB13590	29108
DB13595	15377
DB13595	18420
DB13603	32079
DB13612	13719
DB13612	16199
DB13612	29108
DB13615	15377
DB13615	29101
DB13620	12931
DB13620	13115
DB13620	17360
DB13620	17767
DB13620	17796
DB13620	18391
DB13620	29103
DB13620	53071
DB13626	15377
DB13626	57305
DB13639	29033
DB13639	30924
DB13639	30927
DB13639	30928
DB13639	30929
DB13650	12931
DB13650	13115
DB13650	15377
DB13650	17360
DB13650	17767
DB13650	17796
DB13650	18391
DB13650	53071
DB13654	15377
DB13666	16382
DB13673	58549
DB13698	17544
DB13698	29033
DB13702	16382
DB13705	17996
DB13706	29101
DB13707	29101
DB13707	30924
DB13707	30927
DB13707	30928
DB13707	30929
DB13732	15377
DB13743	15377
DB13743	29101
DB13743	33542
DB13745	15858
DB13748	32682
DB13748	32689
DB13749	12931
DB13749	13115
DB13749	15377
DB13749	17360
DB13749	17767
DB13749	17796
DB13749	18391
DB13749	18420
DB13749	53071
DB13751	29807
DB13763	29101
DB13765	16793
DB13765	17996
DB13769	16382
DB13771	29034
DB13771	29101
DB13780	15377
DB13786	18420
DB13786	30839
DB13789	30089
DB13789	30924
DB13789	30927
DB13789	30928
DB13789	30929
DB13800	29108
DB13812	28177
DB13818	15377
DB13829	29108
DB13830	29036
DB13831	29103
DB13854	32391
DB13860	16069
DB13860	30762
DB13862	18420
DB13862	43474
DB13871	16959
DB13909	15377
DB13909	16918
DB13911	29101
DB13949	29034
DB13962	16537
DB13962	21332
DB13962	29108
DB13962	30612
DB13962	37547
DB13969	17996
DB13972	57844
DB13972	57932
DB13972	64558
DB13977	17544
DB13977	29103
DB13987	17996
DB13995	16947
DB13995	29034
DB13995	33019
DB13996	18420
DB13996	30089
DB14006	15354
DB14006	30762
DB14015	17359
DB14015	29101
DB14020	17682
DB14020	51509
DB14020	51510
DB14038	27693
DB14043	71464
DB14048	29101
DB14049	17632
DB14073	32426
DB14077	18420
DB14077	25629
DB14080	18420
DB14080	78236
DB14086	15600
DB14088	77226
DB14090	9349
DB14093	17347
DB14093	42534
DB14098	16304
DB14098	48828
DB14099	83718
DB14103	87826
DB14104	30245
DB14105	29101
DB14105	72829
DB14105	85270
DB14106	49552
DB14109	18305
DB14111	85204
DB14116	15377
DB14116	18420
DB14119	64124
DB14128	57540
DB14135	24757
DB14138	15377
DB14144	17602
DB14149	25629
DB14149	29101
DB14149	29103
DB14149	75456
DB14149	75550
DB14149	75555
DB14150	49709
DB14152	62416
DB14156	15396
DB14156	15397
DB14180	16189
DB14180	49786
DB14183	17447
DB14183	29452
DB14184	142921
DB14184	16731
DB14186	17177
DB14186	33227
DB14188	50545
DB14204	49786
DB14205	48828
DB14206	17996
DB14206	48828
DB14475	16004
DB14475	16651
DB14475	24996
DB14476	18145
DB14479	29105
DB14479	78236
DB14481	15377
DB14481	29108
DB14481	43474
DB14482	29101
DB14482	38290
DB14483	29108
DB14483	38290
DB14484	18420
DB14484	38290
DB14485	29105
DB14485	38290
DB14486	17154
DB14486	38290
DB14489	29033
DB14489	30031
DB14490	29033
DB14490	38290
DB14491	29033
DB14491	29806
DB14491	30780
DB14492	29103
DB14493	29105
DB14493	57305
DB14494	15377
DB14494	17544
DB14494	29105
DB14496	29101
DB14497	15377
DB14497	17544
DB14497	17996
DB14497	18420
DB14497	29108
DB14498	29103
DB14498	30089
DB14501	16189
DB14501	29033
DB14501	57305
DB14502	29101
DB14502	43474
DB14505	29101
DB14506	15377
DB14506	49713
DB14507	16947
DB14507	49713
DB14508	30031
DB14508	49713
DB14509	17544
DB14509	49713
DB14510	29033
DB14511	30089
DB14514	18420
DB14516	29101
DB14517	43474
DB14518	30089
DB14520	15377
DB14520	29034
DB14521	49468
DB14522	15377
DB14523	43474
DB14525	49544
DB14526	16947
DB14526	49544
DB14527	17632
DB14527	49544
DB14528	12931
DB14528	13115
DB14528	17360
DB14528	17767
DB14528	17796
DB14528	18391
DB14528	49544
DB14528	53071
DB14529	32544
DB14529	49544
DB14530	16189
DB14531	17544
DB14532	29105
DB14533	17996
DB14533	29105
DB14537	35404
DB14539	17609
DB14546	16189
DB14547	17996
DB14550	17996
DB14552	29036
DB14570	17252
DB14573	43474
DB14577	29108
DB14598	29101
DB14598	29108
DB14598	64755
DB14599	29036
DB14599	29101
DB14599	64755
DB14600	29101
DB14600	64755
DB14622	15377
DB14622	29101
DB14622	43474
DB14681	16962
DB14683	29036
DB14695	15377
DB14695	29034
DB14704	15963
DB14704	17151
DB14704	18333
DB14704	18403
DB14706	67033
DB14729	135511
DB14732	77674
DB14756	30924
DB14756	30927
DB14756	30928
DB14756	30929
DB14815	77148
DB14933	15927
DB14981	58130
DB15073	16789
DB15073	17979
DB15073	28480
DB15073	47014
DB15087	13022
DB15087	13172
DB15087	134275
DB15087	145026
DB15087	27605
DB15087	37724
DB15087	47693
DB15087	48095
DB15111	30089
DB15202	18172
DB15236	16055
DB15289	10782
DB15289	15420
DB15334	58194
DB15335	77688
DB15350	10642
DB15350	17268
DB15350	27372
DB15394	18185
DB15429	30066
DB15458	143080
DB15458	58455
DB15479	15377
DB15479	17996
DB15533	16189
DB15533	29108
DB15535	17996
DB15535	49552
DB15536	17996
DB15536	29034
DB15555	15588
DB15555	15589
DB15555	15595
DB15555	18420
DB15556	16947
DB15556	29105
DB15556	57305
DB15573	28261
DB15573	28660
DB15573	36740
DB15574	28359
DB15574	50025
DB15574	50026
DB15584	57545
DB15587	15377
DB15587	29103
DB15594	29101
DB15598	29034
